EventId,EventTemplate,Occurrences
958de38b,updateClipping isOverlap:false,9
b794132a,updateDimmedActivatedHideSensitive overlap:false,9
6fea91f2,[ACC]processReportInd: X: <*>.<*> Y: <*>.<*> Z: <*> x_offset:<*>.<*> y_offset:<*>.<*> z_offset:<*>.<*>,48
d8d19c23,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching,13
57d9dc28,set(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,15
b7939ac8,"GetAddrInfoHandler addr: <*> {<*>, <*>, <*>} <*>",3
71677a08,WatchThread{<*>} TcpClientThread.disconnectSocket(TcpClientThread.java:<*>) disconnecting to <*>:<*>,4
2fc4c44a,WatchThread{<*>} TcpSocket.close(TcpSocket.java:<*>) shutdown <*> <*>: Socket is closed,8
931cb22e,tcp.recv{<*>} TcpSocket.read(TcpSocket.java:<*>) <<< WARN(<*>) >>> <*>: Socket closed,3
3c3acfb9,WatchThread{<*>} TcpClientThread.closeSocket(TcpClientThread.java:<*>) closed socket.,4
017a9c5d,"release:lock=<*>, flg=<*>, tag=""RILJ_ACK_WL"", name=<*>"", ws=null, uid=<*>, pid=<*>",4
34538193,MagicLink2-BroadcastReceiver:====>ACTION_SCREEN_ON,4
dd5f547a,Releasing suspend blocker <*>,25
14b4b9b1,tcp.recv{<*>} TcpClientThread.readSocket(TcpClientThread.java:<*>) <<< ERROR(<*>) >>> socket read length failure -<*>,4
b2770f27,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) disconnected,4
78791997,shouldBlockLocation running ...,7
324966b5,shouldBlockLocation ret:false,7
88bf4cb8,"WatchThread{<*>} TcpCirChannel.connect(TcpCirChannel.java:<*>) Connect to server address = [<*>,] port = <*>",4
01192297,connect :true,4
855550a1,WatchThread{<*>} TcpClient.connect(TcpClient.java:<*>) ==================== TCP CLIENT CONNECT [<*>] ====================,4
79badcd3,WatchThread{<*>} TcpClientThread.connect(TcpClientThread.java:<*>) will connect to <*>:<*>,4
5ea80552,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) connecting max 30000ms to <*>:<*>,4
29ef6e19,tcp.conn{<*>} TcpSocket.connect_i(TcpSocket.java:<*>) connecting to ip address <*><*>.<*>,4
8c467c2d,MemCPUMonitor:startTimerMonitor isCompleted = true,4
6ffd5a15,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) connected,3
c629acc1,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) notify user tcp connected successully at <*> to <*>:<*>,4
31bfa45f,tcp.conn{<*>} TcpClientThread.onRecv(TcpClientThread.java:<*>) tcp connection event TCP_CONNECTED,4
4af0b1dc,BtChrStatisticsManager:sendScreenOnEvent enter.,4
794f6a9f,BtChrStatisticsManager:msg Loop is running.,4
1ae44650,tcp.conn{<*>} ServiceC.connectedNotify(ServiceC.java:<*>) <*>,3
e08370bc,tcp.conn{<*>} XmlMsg.encodeBuf(XmlMsg.java:<*>) SEND <*> bytes <*> cmdCode(CC_PCheckVersion.<*>)msgType(MT_ARG.<*>)msgClass(MC_Push.<*>)sender(ST_Mobile.<*>)crypted(false)zipped(false)nobase64(true)length(<*>)version(<*>)sno(<*>),3
32da7760,earliestValidTime + POWER_ON_BRIGHTENING_LIGHT_DEBOUNCE,13
f5da26ea,earliestValidTime + POWER_ON_DARKENING_LIGHT_DEBOUNCE,13
2b52fbf8,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) get tcp message <*>,3
7bf44fc6,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,10
05a2c5d1,read Events lux: <*>.<*>,10
5df795cc,"ambient lux=<*>.<*>,timeStamp =<*>",10
c714f956,"ProximitySensor - ProximitySensor{keybrd=<*>, dpad=<*>, offhook=<*>, hor=<*>, ui=<*>, aud=EARPIECE}",11
b801a3c1,ProximitySensor - Turning on proximity sensor,11
6386d963,ProximitySensor - Proximity wake lock already acquired,11
8862cae3,"ProximitySensor: <*> is far event,<*> is close event,value = <*>.<*>",7
5bcba428,"readEvents:<*>: ProximitySensor: getTimestamp,mPendingEvent.timestamp <*>",7
8162a0a1,handleProximitySensorEvent positive:true,4
0193001d,"PowerManagerService goToSleepNoUpdateLocked: eventTime=<*>, reason=<*>, flags=<*>, uid=<*>",4
89361257,Going to sleep due to proximity...,4
4a5d7581,"PowerManagerNotifier onWakefulnessChangeStarted: wakefulness=<*>, reason=<*>, <*> <*> <*>",11
a1c14c9a,PowerManagerServiceonProximityPositivebyPhone -> updatePowerStateLocked,4
31c8c8aa,startDreaming = true,4
c677aa2b,"reallyGoToSleepNoUpdateLocked: eventTime=<*>, uid=<*>",4
ec266f92,Sleeping (uid <*>)...,4
29de50f6,"ready=false,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",61
b0aa6d25,"DisplayPowerController updatePowerState mPendingRequestLocked=policy=OFF, useProximitySensor=true, useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=-<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=false, brightnessWaitRet=true, screenAutoBrightness=-<*>, userId=<*>",19
3049a2d2,preparePoriximityView addView,2
03b77cb0,do not support AFT because of no config,2
20ae5dda,"ACTIVITY check resid: android, size=<*>",2
6d0692d7,performPollAndLog:,2
5bbdcd5a,updateSystemUiColorLw window=Window{<*> u0 <*> <*>,4
ff45ff53,oldFocusWindow: Window{<*> u0 <*> currentFocusWindow: Window{<*> u0 <*> currentFocusApp: AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>/.InCallActivity t310}}},4
7aadaf7b,Transact:setSystemUIColor to status bar service,4
93542be6,updateBarBgColor,4
89c568e0,"CommandQueue, setBarBackgroundColor",4
d0f70a6b,"updateBarBgColor:emuiStyle=<*>,statusBarColor=#<*>,navigationBarColor=#<*>, isEmuiLight=-<*>",2
8a927aa3,"restoreBackgroundColor:new=-<*>, old=<*>",1
026bd0be,"restoreBackgroundColor:new=<*>, old=<*>",3
088abafb,"total<*>,<*><*>,unknown:<*><*>",2
b1ca38cf,"statusBarIconTint=#<*>,navigationBarIconTint=#<*>",4
eec0b270,WebMonitor [mNetWorkIsSuck=<*> mUIDIsSuck=] WebSpeed [WEBSENDSEGS=<*> WEBRESENDSEGS=<*> WEBRECVSEGS=<*> WEBERRSEGS=<*> WEBOUTRSTS=<*> WEBESTABLISRST=<*> WEBRTTDURATION=<*> WEBRTTSEGS=<*> WEBSRTT=<*> WEBSNDDUPACKS=<*> SENDSEGS=<*> RESENDSEGS=<*> RECVSEGS=<*> ERRSEGS=<*> OUTRSTS=<*> ESTABLISRST=<*> RTTDURATION=<*> RTTSEGS=<*> SNDDUPACKS=<*> suckTimes=<*> recovage_times=<*>],2
74e3486d,"updateTcpSummery mRSSI:-<*> HwCHRWifiRSSIGroup [rssi_index=<*>, rtt_tcp_packets=<*>, rtt_tcp_duration=<*>, rtt_lan_duration=<*>, rtt_lan_failures=<*>, rtt_lan_succ=<*>, rtt_lan_max=<*>, rtt_lan_min=<*>,same_area_frequency=<*>,adjacent_area_frequency=<*>]",2
c99a4847,wifi_send_command: cmd:'IFNAME=wlan0 PKTCNT_POLL',3
333b6e01,wlan0: Control interface command <*>,7
cdb02ce8,"acquire lock=<*>, flags=<*>, <*> <*> ws=null, uid=<*>, pid=<*>",18
0cce1ed8,Acquiring suspend blocker <*>,24
68edc2d7,Start pausing: ActivityRecord{<*> u0 <*>/.InCallActivity t310},4
f357c573,CTRL-DEBUG: global_ctrl_sock-sendto: sock=<*> sndbuf=<*> outq=<*> send_len=<*>,14
bc891c1d,VideoCallFragment - onPause:,4
ea4ce1ae,"VideoCallPresenter - isVideoCallWorking, state is: <*>",7
a4042701,"VideoCallPresenter - pauseVideo: Error bad state mPrimaryCall=[Call_10, ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, mSessionModificationState:<*>, VideoSettings:(CameraDir:-<*>)] mVideoCall=null",4
2194428e,InCallActivity - onPause()...,4
be53de64,DialpadFragment - Notifying dtmf key up.,4
097119b5,"HwCHRWifiPacketCnt [mTXGood=<*>, mTXbad=<*>, mRXGood=<*>] rssi=-<*>",2
b4166dde,ContactInfoCache - Contact lookup. In memory cache hit; lookup complete,4
ccc838ec,running processName=<*>,2
9ee82f13,HwCHRWifiUIDWebSpeed [appName=<*> UID=<*> WEBSENDSEGS=<*> WEBRESENDSEGS=<*> WEBRECVSEGS=<*> WEBERRSEGS=<*> WEBOUTRSTS=<*> WEBESTABLISRST=<*> WEBRTTDURATION=<*> WEBRTTSEGS=<*> WEBSNDDUPACKS=<*> suckTimes=<*> recovage_times=<*>],2
58765b6e,doCheckAccessInternet,2
61452cca,StatusBarNotifier - Showing notification for first time.,4
34fd6576,StatusBarNotifier - Data changed. Showing notification,4
b95d2703,StatusBarNotifier - contactsentry_photo is null,4
ccf6ca4f,"mAccessWebStatus : rx = <*>, tx = <*>",2
4adb93ed,"getDNSFailedCntDiff dnsNewFailCnt = <*>, aws.getOldDnsFailedCnt() = <*>, dnsDiff = <*>",2
6fdffdb1,StatusBarNotifier - getNotificationBuilder,4
3276dc5a,"StatusBarNotifier - Will show ""hang-up"" action in the ongoing active call Notification",4
cb6f1d06,ret: <*>,10
5bddc1ef,imeVis=false,6
5cefca17,StatusBarNotifier - isTopIsFullscreen = <*>,4
4f35069d,StatusBarNotifier - buildAndSendNotification state=<*> showHeadUpNotification=false mHeadupViewShow=false,4
8896741a,StatusBarNotifier - isDreaming = false,4
aee1e8af,StatusBarNotifier - Notifying IN_CALL_NOTIFICATION: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)),4
bfbb33f1,"checkPhoneWindowIsTop:pakcage name:<*>,ClassName name:<*>",4
e03b377c,set brightness to DIM brightness:<*>,4
1b99cefe,Unfinished business...,7
00c4aab7,DisplayPowerStatesetScreenState: state=<*>,7
cf67ce5f,DisplayPowerState :OFF,4
516040fe,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)),4
16f5540e,AnswerPresenter - onUiShowingfalse,4
46e6a4a5,GlowPadAnswerFragment - Show answer UI: false,4
ea05e4c3,GlowPadWrapper - stopPing,4
773fd0bd,GlowPadAnswerFragment - showVideoAnswerButtonfalsefalse,4
73d139b4,Moving to PAUSED: ActivityRecord{<*> u0 <*>/.InCallActivity t310} (pause complete),4
9ca9b637,clear buffer data and algo flags,4
f598331e,[<*>.<*><*>],1
cc313b57,activate called handle:<*> enable:<*>,7
eacb37bb,bh1745-light calling driver <*>,7
9b16a5ca,"LightSensor, enable, <*>: <*>",21
9fa1b33f,"LightSensor disable, event occur num: <*>",4
13c78b72,Disable LightSensor at time:<*>,4
c4e5e0d3,mode change : <*>,7
a81175f2,"Set power mode=<*>, type=<*> flinger=<*>",7
6bb43b5d,"HWCDisplay::SetPowerMode: display = <*>, mode = <*>",7
7ac49e6d,"DisplayBase::SetDisplayState: Set state = <*>, display <*>",7
751a34a0,check dependency pid: <*> is depended by pid: <*>,1
0c4100f1,"Application <*> is depended by other app, delay to H!",1
e15daecc,Excessive delay in setPowerMode(): <*>,7
30d46b25,Setting HAL interactive mode to <*>,7
254296d0,Got set_interactive hint,7
310cde75,AbaSuspend skips CABL deactivate: state was <*>,4
369539c7,"Invalid profile no. <*>, total profiles <*> only",6
d2ee58b7,Calling fingersense_on_pause(),4
4b336820,fingersense_on_pause() finished,4
d0d24f4a,Setting HAL auto-suspend mode to <*>,7
66a275ec,Sending SAM_DISABLE to fs_data,4
27ddf5db,"Got DISABLE response, status = <*>, id = <*>",4
57e35f03,"Access denied finding property ""<*>""",8
bd51c47c,setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*>,8
e770cf57,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",8
9f01ff4a,collapsePanel:false,2
fbb3c9bb,closeQs,2
836b1060,updateQsState:false,4
906664b2,setScrollingEnabled: true,2
18084d2f,instantCollapse,2
c482f444,collapsePanel2,2
0d2c7bca,"Display device changed state: ""内置屏幕"", <*>",7
c8a3f8e3,VideoCallFragment - onStop:,4
c4a971f1,InCallActivity - onStop()...,4
c13d989f,InCallPresenter - onActivityStopped,4
9e628db4,InCallPresenter - notifyVideoPauseController,7
9841bddb,VideoPauseController: - VideoPauseController:onPause,4
961d1d1a,"VideoPauseController: - VideoPauseController:onPause, Ignoring...",4
02fe7590,InCallPresenter - updateStatusBar: state = <*>,4
0c1bafa7,"Client requesting input be hidden, pid=<*>",3
7b978a41,Unspecified window will hide input,2
3dcf5e13,------------startInput--------------,1
b36de9b8,manageDisableList userId=<*> what=<*> pkg=<*>,4
13c187b1,hideSecSoftInput = false,1
37709d23,InCallActivity - bgCallTwinkingSwitch is true inQuickExiting is false mIsForegroundActivity is false,4
5480b10e,Reading a NULL string not supported here.,26
0a53f6ce,show_incallscreen <*>,4
f025149e,"transitionTo: mode=MODE_OPAQUE, animate=false",2
21fc44d4,MODE_TRANSLUCENT -> MODE_OPAQUE animate=false,2
26095f55,applyModeBackground oldMode=MODE_TRANSLUCENT newMode=MODE_OPAQUE animate=false,2
49386579,"release:lock=<*>, flg=<*>, tag=""ActivityManager-Sleep"", name=android"", ws=null, uid=<*>, pid=<*>",4
9457cc2f,"transitionTo: mode=MODE_TRANSLUCENT, animate=false",10
4648bade,"transitionTo:mode=<*>, isEmuiStyle=false",5
3c2ee2af,cancelAutohide,4
2f60e939,Finished going to sleep... (why=<*>),4
4bf1bf01,WindowOrientationListener disabled,4
e9d7a146,"batch,<*>,handle <*>, timeout:<*> ,period_ns:<*>",11
30f487cd,batch:sensor(<*>) handle:<*> flags:<*> period_ns <*>,11
8b50a23f,"CallList - hasAnyLiveCall call = [Call_10, ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, mSessionModificationState:<*>, VideoSettings:(CameraDir:-<*>)]",7
fe2f7ef4,ProximitySensor - isDisplayOn: <*>,7
6eb551d0,read from oem info: <*>,22
15bee26a,"<*>, <*>, <*>, <*>",55
c8f0c625,"read from oem info: x_offset=<*>.<*>, y_offset=<*>.<*>, z_offset=<*>.<*>",11
689e712a,"Final value: x_offset=<*>.<*>, y_offset=<*>.<*>, z_offset=<*>.<*>",11
6e3a4df3,batch:load_acc_oeminf_data x_offset:<*>.<*> y_offset:<*>.<*> z_offset:<*>.<*>,11
2794c21f,batch:sensor(<*>) <*> report_rate_f=<*>.000000Hz curr sample rate:<*>.<*> cur rpt rate:<*> max:<*>.<*> min:<*>.<*>,11
f7e61f73,onFinishedGoingToSleep(<*>),8
703da551,PowerManagerNotifier Sending go to sleep broadcast.,4
e9d4a3ea,KGSvcCall onFinishedGoingToSleep.,4
22270aa3,notifyFinishedGoingToSleep,4
273bcd8d,sendMessage <*>,7
ab86306e,handleNotifyFinishedGoingToSleep,4
c3ab5b1b,onFinishedGoingToSleep,4
dd25a0f9,Enqueueing ordered broadcast[foreground] BroadcastRecord{<*> u<*> <*>}: prev had <*>,7
4f0dca78,updateDisplayLocked: screenOn=false,5
d4993c97,becomeInactiveIfAppropriateLocked(),4
c2e078c9,Moved from STATE_ACTIVE to STATE_INACTIVE,4
3cc36594,stopMonitoringMotionLocked(),7
75c3eac7,"scheduleAlarmLocked(<*>, false)",4
654cf7d4,"dispatch ordered broadcast [foreground] BroadcastRecord{<*> u<*> <*>}, has <*> receivers",7
5d4545ca,set(null) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,11
d5fc9aaf,Moved from LIGHT_STATE_ACTIVE to LIGHT_STATE_INACTIVE,4
0f805f1b,scheduleLightAlarmLocked(<*>),4
f8c7f914,Disable transport text marquee,4
320f4b76,FingerStat Visible: false; Interactive: <*> Switching: false; Bouncer:false; GoingToSleep: false Occluded: false; dreaming: false; Authenticated: false,7
dc7b1768,Dis-Feature : <*>,12
6ed37c98,isSimPinSecure mSimDatas is null or empty,12
f65ec975,FingerprintService getEnrolledFingerprints,3
517d4774,KGSvcFp startListeningForFingerprint(),3
1660f235,authenticate by <*> mode!,3
2063d12d,FingerprintService authenticate,2
b104eba5,Fingerprint RunningStateChanged. <*>,6
b89ee38c,setLivenessSwitch:start,2
dea990d0,checkNeedLivenessList:start,2
c6d473f5,NEED_LIVENESS_AUTHENTICATION = <*>,2
91eb478c,Handle message: <*>,6
ef8f4a60,Cameralayout setVisibility. true false <*>,3
6c3aaf35,resetPagerState,3
fb02dfe7,"FingerprintDaemonProxyEx::onTransact, code:<*>",8
e938abc4,fingerprintd,2
e25a614f,FingerprintDaemonProxyEx::setLivenessSwitch,2
5c3505dd,fingerprintdex--dev->need_liveness_authentication = false;,2
3f7cf131,framework setLivenessSwitch is ok ---end,2
78ff5889,fpc_get_authenticator_id,2
f56a70a2,fpc poll irq interupt,4
b3303a43,"wait_finger_down, took <*> ms",4
8d589afa,begin,48
397cf893,receive data len = <*>,48
25093e1d,"batch: current sample rate, report rate & buffering are equal to requested (<*>.<*>,<*>.<*>,<*>)",4
765af2cc,QSEECom_send_cmd return!,24
a072ad60,qsc_send_cmd finish,24
83e22df9,send data return = <*>,24
9b7fc93a,qsc_decode end,24
72e60a38,worker idle,6
48edbc7b,"APS brightness=<*>.<*>,ConvertToPercentage=NaN",3
96527e4b,fpc_get_authenticator_id id <*>,2
66c45f30,startAuthentication(<*>),2
360b5113,"starting client AuthenticationClient(<*>), initiatedByClient = true)",2
1ad628dd,"authenticate(sid=<*>, gid=<*>)",2
3930d5c4,"onNotificationPosted: StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE))) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*>",4
7fdc600b,addNotification key=<*>|<*>|<*>|null|<*>,4
b6e7615e,isCloneProcess = false,18
dd786874,AwareMem_DMEServer: stop,4
32f53b2d,workerFunction STATE_AUTHENTICATE,2
1e2da579,client <*> is authenticating...,2
f2b17d58,"onReceive, action:<*>",14
2d64f8bc,InactiveState143467,4
075552b7,Unhandled message when=<*> what=<*> arg1=<*> arg2=<*>,7
07ca9f3c,P2pEnabledState when=<*> what=<*> arg1=<*> arg2=<*>,7
adebc9b8,DefaultState{ <*> what=<*> target=<*>$SmHandler },7
b0189672,SleepPolicy:<*>,4
d2cb64be,"fpc_tac_send_get_indices_cmd indices:<*>, index_count:<*>",2
a0ca20d7,"onCreateView : ClassNotFoundException, In this case we want to let the base class take a crack at it",96
7f19a3be,ConnectedState !CMD_SCREEN_STATE_CHANGED rt=<*><*> <*> <*>,4
8d951ab7,<*> !CMD_SCREEN_STATE_CHANGED rt=<*><*> <*> <*>,17
9b5e16d6,mIntentReceiver begin,7
5ac444fc,isLockScreenDisabled HwKeyguardManagerImpl result = false,14
224e4304,"CtrlSocket Receiver,disable: false locked: true action: <*> mSmartKeyguardLevel: normal_level mStartPowerSaving: false",7
407d0251,receive screen off intent!,4
365b0102,wifi tethering: false,4
a5214ac6,Usb tethering: false,4
df5a42ae,bt tethering: false,4
f41c510f,pluggedStatus: <*>,4
2194d0e6,is charging: false,4
2f1221d8,remove(null) changed bounds; rebatching,10
566a6824,listener cannot be found,7
dce7caca,ConnectedState CMD_ENABLE_RSSI_POLL rt=<*><*> <*> <*>,4
fa5a115f,L2ConnectedState CMD_ENABLE_RSSI_POLL rt=<*><*> <*> <*>,4
12ceea5b,ConnectedState CMD_SET_SUSPEND_OPT_ENABLED rt=<*><*> <*> <*>,4
27fc804e,<*> CMD_SET_SUSPEND_OPT_ENABLED rt=<*><*> <*> <*>,12
a05cdda4,wifi_send_command: cmd:'IFNAME=wlan0 DRIVER SETSUSPENDMODE <*>',7
5163b1cf,wlan0: Control interface command 'DRIVER SETSUSPENDMODE <*>',7
23051d9f,[PhoneIntfMgr] getDataEnabled: subId=<*> <*>,8
ed9018c3,fpc_tac_begin_identify---need_liveness_authentication: <*>,2
0f9afe97,CtrlSocket getMobileDataEnabled = false,4
7c65378b,mIntentReceiver-ACTION_SCREEN_OFF,4
27f9f99f,"updateLightsLocked,mInCall =true,mScreenOn = <*> == null?true",10
942f09c2,"updateLightsLocked,turn off notificationLight",10
8dcf4814,turn off notificationLight due to incall or screenon,10
fe7f67cf,updateLight --> mIsNotificationExisting: false ledOnMS: <*> ledOffMS :<*>,10
4ab813a7,"updateLightsLocked --> level:<*>, status:<*>",10
c4dd3c6f,updateLightsLocked --> mBatteryLight.turnOff,10
eadd0d3b,HDebug print the key screen_state,7
353c5597,adev_set_parameters: enter: screen_state=off,4
93e3d6a1,huawei_audio huawei_choose_HandsFree_device_incall_forHWtest: test Type =<*>,7
73554402,huawei_audio huawei_choose_Handset_device_incall_forHWtest: test Type =<*>,7
a82fffb3,"fpc_tac_send_set_arbitrary_data_cmd:ok, response:<*>",2
cdcecfdf,get_spk_pa_type: pa is max98925,7
abf649f5,huawei_common_set_parameters: exit with code(<*>),7
8c24e988,onAcquired(<*>),2
0c30e521,huawei_cust_set_parameters: exit with code(<*>),7
