EventId,EventTemplate,Occurrences
21a28837,mSeekListener onProgressChanged progress:<*> fromUser:false,8
af1a6af9,msg = <*> received,4
ea42efea,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE),3
a69523ee,enqueueNotificationInternal: n.getKey = <*>|<*>|<*>|null|<*>,5
d4b8d889,"presently, hw_update_color_temp_for_rg_led interface not achieved.",4
b433dc0c,DialpadFragment mBroadcastReceiver action:<*>,4
cf0e8cca,InCallActivity - mScreenOnReceiver mCallEndOptionsDialog = null,2
f96ce7bc,disableEffects=null canInterrupt=false once update: false,5
861c9a3c,"onNotificationPosted: StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*>",3
4933f370,updateNotification(StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE))),3
02c4d19b,Create obj success use class <*>,24
04bbd147,updateTint: tint=<*>,12
738eb9b7,No peeking: unimportant notification: <*>|<*>|<*>|null|<*>,5
220146c6,applyInPlace=true shouldPeek=false alertAgain=true,3
a13c983e,onEntryUpdated:<*>|<*>|<*>|null|<*>,3
ff7c1265,"onEntryAdded:<*>|<*>|<*>|null|<*>, group=<*>|<*>|<*>|null|<*>",5
d2994755,reusing notification for key: <*>|<*>|<*>|null|<*>,3
4d6d94b7,RetryTaskController:mTaskList is null,2
06327cf8,updateNotificationShade,12
99e75217,removeNotificationChildren,6
b4f7e619,showNotificationAll,6
95b24769,main{<*>} PushService.onStartCommand(PushService.java:<*>) Push Service Start by userEvent,2
256a6cba,uid:<*> pid:<*> PhoneStateListener.LISTEN_CELL_LOCATION:<*> events:<*>,4
49908fb9,LISTEN_CELL_LOCATION uid:<*>,2
1bb149e2,WatchThread{<*>} TcpCirChannel.shutdown(TcpCirChannel.java:<*>) Login_By_Step-> shut down now connect,2
f2bee63d,WatchThread{<*>} TcpClient.clearAll(TcpClient.java:<*>) ==================== TCP CLIENT CLEAR ALL ====================,4
35c7a856,WatchThread{<*>} TcpClient.disconnect_i(TcpClient.java:<*>) ==================== TCP CLIENT DISCONNECT ====================,2
76e26663,"[Thermal_Hw] temperature_valid, battery : temperature is invalid, invalid temperatrue is <*>",1
dd89ff5c,"[Thermal_Hw] temperature_filter: get invalid temperature, use old temp",1
595fa32b,transferRemoteInputFocus: <*>,12
958de38b,updateClipping isOverlap:false,4
b794132a,updateDimmedActivatedHideSensitive overlap:false,4
6fea91f2,[ACC]processReportInd: X: <*>.<*> Y: <*>.<*> Z: <*> x_offset:<*>.<*> y_offset:<*>.<*> z_offset:<*>.<*>,26
d8d19c23,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching,5
57d9dc28,set(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,8
b7939ac8,"GetAddrInfoHandler addr: <*> {<*>, <*>, <*>} <*>",2
71677a08,WatchThread{<*>} TcpClientThread.disconnectSocket(TcpClientThread.java:<*>) disconnecting to <*>:<*>,2
2fc4c44a,WatchThread{<*>} TcpSocket.close(TcpSocket.java:<*>) shutdown <*> <*>: Socket is closed,4
931cb22e,tcp.recv{<*>} TcpSocket.read(TcpSocket.java:<*>) <<< WARN(<*>) >>> <*>: Socket closed,1
3c3acfb9,WatchThread{<*>} TcpClientThread.closeSocket(TcpClientThread.java:<*>) closed socket.,2
017a9c5d,"release:lock=<*>, flg=<*>, tag=""RILJ_ACK_WL"", name=<*>"", ws=null, uid=<*>, pid=<*>",2
34538193,MagicLink2-BroadcastReceiver:====>ACTION_SCREEN_ON,2
dd5f547a,Releasing suspend blocker <*>,14
14b4b9b1,tcp.recv{<*>} TcpClientThread.readSocket(TcpClientThread.java:<*>) <<< ERROR(<*>) >>> socket read length failure -<*>,2
b2770f27,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) disconnected,2
78791997,shouldBlockLocation running ...,3
324966b5,shouldBlockLocation ret:false,3
88bf4cb8,"WatchThread{<*>} TcpCirChannel.connect(TcpCirChannel.java:<*>) Connect to server address = [<*>,] port = <*>",2
01192297,connect :true,2
855550a1,WatchThread{<*>} TcpClient.connect(TcpClient.java:<*>) ==================== TCP CLIENT CONNECT [<*>] ====================,2
79badcd3,WatchThread{<*>} TcpClientThread.connect(TcpClientThread.java:<*>) will connect to <*>:<*>,2
5ea80552,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) connecting max 30000ms to <*>:<*>,2
29ef6e19,tcp.conn{<*>} TcpSocket.connect_i(TcpSocket.java:<*>) connecting to ip address <*><*>.<*>,2
8c467c2d,MemCPUMonitor:startTimerMonitor isCompleted = true,2
6ffd5a15,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) connected,2
c629acc1,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) notify user tcp connected successully at <*> to <*>:<*>,2
31bfa45f,tcp.conn{<*>} TcpClientThread.onRecv(TcpClientThread.java:<*>) tcp connection event TCP_CONNECTED,2
4af0b1dc,BtChrStatisticsManager:sendScreenOnEvent enter.,2
794f6a9f,BtChrStatisticsManager:msg Loop is running.,2
1ae44650,tcp.conn{<*>} ServiceC.connectedNotify(ServiceC.java:<*>) <*>,2
e08370bc,tcp.conn{<*>} XmlMsg.encodeBuf(XmlMsg.java:<*>) SEND <*> bytes <*> cmdCode(CC_PCheckVersion.<*>)msgType(MT_ARG.<*>)msgClass(MC_Push.<*>)sender(ST_Mobile.<*>)crypted(false)zipped(false)nobase64(true)length(<*>)version(<*>)sno(<*>),2
32da7760,earliestValidTime + POWER_ON_BRIGHTENING_LIGHT_DEBOUNCE,8
f5da26ea,earliestValidTime + POWER_ON_DARKENING_LIGHT_DEBOUNCE,8
2b52fbf8,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) get tcp message <*>,2
7bf44fc6,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,6
05a2c5d1,read Events lux: <*>.<*>,6
5df795cc,"ambient lux=<*>.<*>,timeStamp =<*>",6
c714f956,"ProximitySensor - ProximitySensor{keybrd=<*>, dpad=<*>, offhook=<*>, hor=<*>, ui=<*>, aud=EARPIECE}",5
b801a3c1,ProximitySensor - Turning on proximity sensor,5
6386d963,ProximitySensor - Proximity wake lock already acquired,5
8862cae3,"ProximitySensor: <*> is far event,<*> is close event,value = <*>.<*>",3
5bcba428,"readEvents:<*>: ProximitySensor: getTimestamp,mPendingEvent.timestamp <*>",3
8162a0a1,handleProximitySensorEvent positive:true,2
0193001d,"PowerManagerService goToSleepNoUpdateLocked: eventTime=<*>, reason=<*>, flags=<*>, uid=<*>",2
89361257,Going to sleep due to proximity...,2
4a5d7581,"PowerManagerNotifier onWakefulnessChangeStarted: wakefulness=<*>, reason=<*>, <*> <*> <*>",5
a1c14c9a,PowerManagerServiceonProximityPositivebyPhone -> updatePowerStateLocked,2
31c8c8aa,startDreaming = true,2
c677aa2b,"reallyGoToSleepNoUpdateLocked: eventTime=<*>, uid=<*>",2
ec266f92,Sleeping (uid <*>)...,2
29de50f6,"ready=false,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",21
b0aa6d25,"DisplayPowerController updatePowerState mPendingRequestLocked=policy=OFF, useProximitySensor=true, useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=-<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=false, brightnessWaitRet=true, screenAutoBrightness=-<*>, userId=<*>",9
3049a2d2,preparePoriximityView addView,1
03b77cb0,do not support AFT because of no config,1
20ae5dda,"ACTIVITY check resid: android, size=<*>",1
6d0692d7,performPollAndLog:,1
5bbdcd5a,updateSystemUiColorLw window=Window{<*> u0 <*> <*>,2
ff45ff53,oldFocusWindow: Window{<*> u0 <*> currentFocusWindow: Window{<*> u0 <*> currentFocusApp: AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>/.InCallActivity t310}}},2
7aadaf7b,Transact:setSystemUIColor to status bar service,2
93542be6,updateBarBgColor,2
89c568e0,"CommandQueue, setBarBackgroundColor",2
d0f70a6b,"updateBarBgColor:emuiStyle=<*>,statusBarColor=#<*>,navigationBarColor=#<*>, isEmuiLight=-<*>",1
8a927aa3,"restoreBackgroundColor:new=-<*>, old=<*>",1
026bd0be,"restoreBackgroundColor:new=<*>, old=<*>",1
088abafb,"total<*>,<*><*>,unknown:<*><*>",1
b1ca38cf,"statusBarIconTint=#<*>,navigationBarIconTint=#<*>",2
eec0b270,WebMonitor [mNetWorkIsSuck=<*> mUIDIsSuck=] WebSpeed [WEBSENDSEGS=<*> WEBRESENDSEGS=<*> WEBRECVSEGS=<*> WEBERRSEGS=<*> WEBOUTRSTS=<*> WEBESTABLISRST=<*> WEBRTTDURATION=<*> WEBRTTSEGS=<*> WEBSRTT=<*> WEBSNDDUPACKS=<*> SENDSEGS=<*> RESENDSEGS=<*> RECVSEGS=<*> ERRSEGS=<*> OUTRSTS=<*> ESTABLISRST=<*> RTTDURATION=<*> RTTSEGS=<*> SNDDUPACKS=<*> suckTimes=<*> recovage_times=<*>],1
74e3486d,"updateTcpSummery mRSSI:-<*> HwCHRWifiRSSIGroup [rssi_index=<*>, rtt_tcp_packets=<*>, rtt_tcp_duration=<*>, rtt_lan_duration=<*>, rtt_lan_failures=<*>, rtt_lan_succ=<*>, rtt_lan_max=<*>, rtt_lan_min=<*>,same_area_frequency=<*>,adjacent_area_frequency=<*>]",1
c99a4847,wifi_send_command: cmd:'IFNAME=wlan0 PKTCNT_POLL',2
333b6e01,wlan0: Control interface command <*>,4
cdb02ce8,"acquire lock=<*>, flags=<*>, <*> <*> ws=null, uid=<*>, pid=<*>",8
0cce1ed8,Acquiring suspend blocker <*>,11
68edc2d7,Start pausing: ActivityRecord{<*> u0 <*>/.InCallActivity t310},2
f357c573,CTRL-DEBUG: global_ctrl_sock-sendto: sock=<*> sndbuf=<*> outq=<*> send_len=<*>,7
bc891c1d,VideoCallFragment - onPause:,2
ea4ce1ae,"VideoCallPresenter - isVideoCallWorking, state is: <*>",3
a4042701,"VideoCallPresenter - pauseVideo: Error bad state mPrimaryCall=[Call_10, ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, mSessionModificationState:<*>, VideoSettings:(CameraDir:-<*>)] mVideoCall=null",2
2194428e,InCallActivity - onPause()...,2
be53de64,DialpadFragment - Notifying dtmf key up.,2
097119b5,"HwCHRWifiPacketCnt [mTXGood=<*>, mTXbad=<*>, mRXGood=<*>] rssi=-<*>",1
b4166dde,ContactInfoCache - Contact lookup. In memory cache hit; lookup complete,2
ccc838ec,running processName=<*>,1
9ee82f13,HwCHRWifiUIDWebSpeed [appName=<*> UID=<*> WEBSENDSEGS=<*> WEBRESENDSEGS=<*> WEBRECVSEGS=<*> WEBERRSEGS=<*> WEBOUTRSTS=<*> WEBESTABLISRST=<*> WEBRTTDURATION=<*> WEBRTTSEGS=<*> WEBSNDDUPACKS=<*> suckTimes=<*> recovage_times=<*>],1
58765b6e,doCheckAccessInternet,1
61452cca,StatusBarNotifier - Showing notification for first time.,2
34fd6576,StatusBarNotifier - Data changed. Showing notification,2
b95d2703,StatusBarNotifier - contactsentry_photo is null,2
ccf6ca4f,"mAccessWebStatus : rx = <*>, tx = <*>",1
4adb93ed,"getDNSFailedCntDiff dnsNewFailCnt = <*>, aws.getOldDnsFailedCnt() = <*>, dnsDiff = <*>",1
6fdffdb1,StatusBarNotifier - getNotificationBuilder,2
3276dc5a,"StatusBarNotifier - Will show ""hang-up"" action in the ongoing active call Notification",2
cb6f1d06,ret: <*>,5
5bddc1ef,imeVis=false,3
5cefca17,StatusBarNotifier - isTopIsFullscreen = <*>,2
4f35069d,StatusBarNotifier - buildAndSendNotification state=<*> showHeadUpNotification=false mHeadupViewShow=false,2
8896741a,StatusBarNotifier - isDreaming = false,2
aee1e8af,StatusBarNotifier - Notifying IN_CALL_NOTIFICATION: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)),2
bfbb33f1,"checkPhoneWindowIsTop:pakcage name:<*>,ClassName name:<*>",2
e03b377c,set brightness to DIM brightness:<*>,2
1b99cefe,Unfinished business...,3
00c4aab7,DisplayPowerStatesetScreenState: state=<*>,3
cf67ce5f,DisplayPowerState :OFF,2
516040fe,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)),2
16f5540e,AnswerPresenter - onUiShowingfalse,2
46e6a4a5,GlowPadAnswerFragment - Show answer UI: false,2
ea05e4c3,GlowPadWrapper - stopPing,2
773fd0bd,GlowPadAnswerFragment - showVideoAnswerButtonfalsefalse,2
73d139b4,Moving to PAUSED: ActivityRecord{<*> u0 <*>/.InCallActivity t310} (pause complete),2
9ca9b637,clear buffer data and algo flags,2
f598331e,[<*>.<*><*>],1
cc313b57,activate called handle:<*> enable:<*>,3
eacb37bb,bh1745-light calling driver <*>,3
9b16a5ca,"LightSensor, enable, <*>: <*>",9
9fa1b33f,"LightSensor disable, event occur num: <*>",2
13c78b72,Disable LightSensor at time:<*>,2
c4e5e0d3,mode change : <*>,3
a81175f2,"Set power mode=<*>, type=<*> flinger=<*>",3
6bb43b5d,"HWCDisplay::SetPowerMode: display = <*>, mode = <*>",3
7ac49e6d,"DisplayBase::SetDisplayState: Set state = <*>, display <*>",3
751a34a0,check dependency pid: <*> is depended by pid: <*>,1
0c4100f1,"Application <*> is depended by other app, delay to H!",1
e15daecc,Excessive delay in setPowerMode(): <*>,3
30d46b25,Setting HAL interactive mode to <*>,3
254296d0,Got set_interactive hint,3
310cde75,AbaSuspend skips CABL deactivate: state was <*>,2
369539c7,"Invalid profile no. <*>, total profiles <*> only",3
d2ee58b7,Calling fingersense_on_pause(),2
4b336820,fingersense_on_pause() finished,2
d0d24f4a,Setting HAL auto-suspend mode to <*>,3
66a275ec,Sending SAM_DISABLE to fs_data,2
27ddf5db,"Got DISABLE response, status = <*>, id = <*>",2
57e35f03,"Access denied finding property ""<*>""",4
bd51c47c,setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*>,4
e770cf57,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",4
9f01ff4a,collapsePanel:false,1
fbb3c9bb,closeQs,1
836b1060,updateQsState:false,2
906664b2,setScrollingEnabled: true,1
18084d2f,instantCollapse,1
c482f444,collapsePanel2,1
0d2c7bca,"Display device changed state: ""内置屏幕"", <*>",3
c8a3f8e3,VideoCallFragment - onStop:,2
c4a971f1,InCallActivity - onStop()...,2
c13d989f,InCallPresenter - onActivityStopped,2
9e628db4,InCallPresenter - notifyVideoPauseController,3
9841bddb,VideoPauseController: - VideoPauseController:onPause,2
961d1d1a,"VideoPauseController: - VideoPauseController:onPause, Ignoring...",2
02fe7590,InCallPresenter - updateStatusBar: state = <*>,2
0c1bafa7,"Client requesting input be hidden, pid=<*>",2
7b978a41,Unspecified window will hide input,1
3dcf5e13,------------startInput--------------,1
b36de9b8,manageDisableList userId=<*> what=<*> pkg=<*>,2
13c187b1,hideSecSoftInput = false,1
37709d23,InCallActivity - bgCallTwinkingSwitch is true inQuickExiting is false mIsForegroundActivity is false,2
5480b10e,Reading a NULL string not supported here.,10
0a53f6ce,show_incallscreen <*>,2
f025149e,"transitionTo: mode=MODE_OPAQUE, animate=false",1
21fc44d4,MODE_TRANSLUCENT -> MODE_OPAQUE animate=false,1
26095f55,applyModeBackground oldMode=MODE_TRANSLUCENT newMode=MODE_OPAQUE animate=false,1
49386579,"release:lock=<*>, flg=<*>, tag=""ActivityManager-Sleep"", name=android"", ws=null, uid=<*>, pid=<*>",2
9457cc2f,"transitionTo: mode=MODE_TRANSLUCENT, animate=false",5
4648bade,"transitionTo:mode=<*>, isEmuiStyle=false",2
3c2ee2af,cancelAutohide,2
2f60e939,Finished going to sleep... (why=<*>),2
4bf1bf01,WindowOrientationListener disabled,2
e9d7a146,"batch,<*>,handle <*>, timeout:<*> ,period_ns:<*>",5
30f487cd,batch:sensor(<*>) handle:<*> flags:<*> period_ns <*>,5
8b50a23f,"CallList - hasAnyLiveCall call = [Call_10, ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, mSessionModificationState:<*>, VideoSettings:(CameraDir:-<*>)]",3
fe2f7ef4,ProximitySensor - isDisplayOn: <*>,3
6eb551d0,read from oem info: <*>,10
15bee26a,"<*>, <*>, <*>, <*>",25
c8f0c625,"read from oem info: x_offset=<*>.<*>, y_offset=<*>.<*>, z_offset=<*>.<*>",5
689e712a,"Final value: x_offset=<*>.<*>, y_offset=<*>.<*>, z_offset=<*>.<*>",5
6e3a4df3,batch:load_acc_oeminf_data x_offset:<*>.<*> y_offset:<*>.<*> z_offset:<*>.<*>,5
2794c21f,batch:sensor(<*>) <*> report_rate_f=<*>.000000Hz curr sample rate:<*>.<*> cur rpt rate:<*> max:<*>.<*> min:<*>.<*>,5
f7e61f73,onFinishedGoingToSleep(<*>),4
703da551,PowerManagerNotifier Sending go to sleep broadcast.,2
e9d4a3ea,KGSvcCall onFinishedGoingToSleep.,2
22270aa3,notifyFinishedGoingToSleep,2
273bcd8d,sendMessage <*>,3
ab86306e,handleNotifyFinishedGoingToSleep,2
c3ab5b1b,onFinishedGoingToSleep,2
dd25a0f9,Enqueueing ordered broadcast[foreground] BroadcastRecord{<*> u<*> <*>}: prev had <*>,3
4f0dca78,updateDisplayLocked: screenOn=false,2
d4993c97,becomeInactiveIfAppropriateLocked(),2
c2e078c9,Moved from STATE_ACTIVE to STATE_INACTIVE,2
3cc36594,stopMonitoringMotionLocked(),3
75c3eac7,"scheduleAlarmLocked(<*>, false)",2
654cf7d4,"dispatch ordered broadcast [foreground] BroadcastRecord{<*> u<*> <*>}, has <*> receivers",3
5d4545ca,set(null) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,5
d5fc9aaf,Moved from LIGHT_STATE_ACTIVE to LIGHT_STATE_INACTIVE,2
0f805f1b,scheduleLightAlarmLocked(<*>),2
f8c7f914,Disable transport text marquee,2
320f4b76,FingerStat Visible: false; Interactive: <*> Switching: false; Bouncer:false; GoingToSleep: false Occluded: false; dreaming: false; Authenticated: false,3
dc7b1768,Dis-Feature : <*>,6
6ed37c98,isSimPinSecure mSimDatas is null or empty,6
f65ec975,FingerprintService getEnrolledFingerprints,2
517d4774,KGSvcFp startListeningForFingerprint(),2
1660f235,authenticate by <*> mode!,2
2063d12d,FingerprintService authenticate,2
b104eba5,Fingerprint RunningStateChanged. <*>,4
b89ee38c,setLivenessSwitch:start,2
dea990d0,checkNeedLivenessList:start,2
c6d473f5,NEED_LIVENESS_AUTHENTICATION = <*>,2
91eb478c,Handle message: <*>,3
ef8f4a60,Cameralayout setVisibility. true false <*>,2
6c3aaf35,resetPagerState,2
fb02dfe7,"FingerprintDaemonProxyEx::onTransact, code:<*>",7
e938abc4,fingerprintd,2
e25a614f,FingerprintDaemonProxyEx::setLivenessSwitch,2
5c3505dd,fingerprintdex--dev->need_liveness_authentication = false;,2
3f7cf131,framework setLivenessSwitch is ok ---end,2
78ff5889,fpc_get_authenticator_id,2
f56a70a2,fpc poll irq interupt,3
b3303a43,"wait_finger_down, took <*> ms",3
8d589afa,begin,40
397cf893,receive data len = <*>,40
25093e1d,"batch: current sample rate, report rate & buffering are equal to requested (<*>.<*>,<*>.<*>,<*>)",2
765af2cc,QSEECom_send_cmd return!,20
a072ad60,qsc_send_cmd finish,20
83e22df9,send data return = <*>,20
9b7fc93a,qsc_decode end,20
72e60a38,worker idle,5
48edbc7b,"APS brightness=<*>.<*>,ConvertToPercentage=NaN",2
96527e4b,fpc_get_authenticator_id id <*>,2
66c45f30,startAuthentication(<*>),2
360b5113,"starting client AuthenticationClient(<*>), initiatedByClient = true)",2
1ad628dd,"authenticate(sid=<*>, gid=<*>)",2
3930d5c4,"onNotificationPosted: StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE))) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*>",2
7fdc600b,addNotification key=<*>|<*>|<*>|null|<*>,2
b6e7615e,isCloneProcess = false,10
dd786874,AwareMem_DMEServer: stop,2
32f53b2d,workerFunction STATE_AUTHENTICATE,2
1e2da579,client <*> is authenticating...,2
f2b17d58,"onReceive, action:<*>",6
2d64f8bc,InactiveState143467,2
075552b7,Unhandled message when=<*> what=<*> arg1=<*> arg2=<*>,3
07ca9f3c,P2pEnabledState when=<*> what=<*> arg1=<*> arg2=<*>,3
adebc9b8,DefaultState{ <*> what=<*> target=<*>$SmHandler },3
b0189672,SleepPolicy:<*>,2
d2cb64be,"fpc_tac_send_get_indices_cmd indices:<*>, index_count:<*>",2
a0ca20d7,"onCreateView : ClassNotFoundException, In this case we want to let the base class take a crack at it",48
7f19a3be,ConnectedState !CMD_SCREEN_STATE_CHANGED rt=<*><*> <*> <*>,2
8d951ab7,<*> !CMD_SCREEN_STATE_CHANGED rt=<*><*> <*> <*>,9
9b5e16d6,mIntentReceiver begin,3
5ac444fc,isLockScreenDisabled HwKeyguardManagerImpl result = false,6
224e4304,"CtrlSocket Receiver,disable: false locked: true action: <*> mSmartKeyguardLevel: normal_level mStartPowerSaving: false",3
407d0251,receive screen off intent!,2
365b0102,wifi tethering: false,2
a5214ac6,Usb tethering: false,2
df5a42ae,bt tethering: false,2
f41c510f,pluggedStatus: <*>,2
2194d0e6,is charging: false,2
2f1221d8,remove(null) changed bounds; rebatching,4
566a6824,listener cannot be found,3
dce7caca,ConnectedState CMD_ENABLE_RSSI_POLL rt=<*><*> <*> <*>,2
fa5a115f,L2ConnectedState CMD_ENABLE_RSSI_POLL rt=<*><*> <*> <*>,2
12ceea5b,ConnectedState CMD_SET_SUSPEND_OPT_ENABLED rt=<*><*> <*> <*>,2
27fc804e,<*> CMD_SET_SUSPEND_OPT_ENABLED rt=<*><*> <*> <*>,6
a05cdda4,wifi_send_command: cmd:'IFNAME=wlan0 DRIVER SETSUSPENDMODE <*>',3
5163b1cf,wlan0: Control interface command 'DRIVER SETSUSPENDMODE <*>',3
23051d9f,[PhoneIntfMgr] getDataEnabled: subId=<*> <*>,4
ed9018c3,fpc_tac_begin_identify---need_liveness_authentication: <*>,2
0f9afe97,CtrlSocket getMobileDataEnabled = false,2
7c65378b,mIntentReceiver-ACTION_SCREEN_OFF,2
27f9f99f,"updateLightsLocked,mInCall =true,mScreenOn = <*> == null?true",4
942f09c2,"updateLightsLocked,turn off notificationLight",4
8dcf4814,turn off notificationLight due to incall or screenon,4
fe7f67cf,updateLight --> mIsNotificationExisting: false ledOnMS: <*> ledOffMS :<*>,4
4ab813a7,"updateLightsLocked --> level:<*>, status:<*>",4
c4dd3c6f,updateLightsLocked --> mBatteryLight.turnOff,4
eadd0d3b,HDebug print the key screen_state,3
353c5597,adev_set_parameters: enter: screen_state=off,2
93e3d6a1,huawei_audio huawei_choose_HandsFree_device_incall_forHWtest: test Type =<*>,3
73554402,huawei_audio huawei_choose_Handset_device_incall_forHWtest: test Type =<*>,3
a82fffb3,"fpc_tac_send_set_arbitrary_data_cmd:ok, response:<*>",2
cdcecfdf,get_spk_pa_type: pa is max98925,3
abf649f5,huawei_common_set_parameters: exit with code(<*>),3
8c24e988,onAcquired(<*>),2
0c30e521,huawei_cust_set_parameters: exit with code(<*>),3
