LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
39,081109,204453,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.85:50010 is added to blk_8052908278071066123 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.11.85:50010', 'blk_8052908278071066123', '67108864']"
40,081109,204453,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.85:50010 is added to blk_3500267029207881168 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.11.85:50010', 'blk_3500267029207881168', '67108864']"
41,081109,204525,512,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_572492839287299681 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_572492839287299681']"
42,081109,204525,512,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_225892179683729984 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_225892179683729984']"
43,081109,204525,512,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_722859298673429918 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_722859298673429918']"
44,081109,204525,512,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_927848699529732128 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_927848699529732128']"
45,081109,204525,512,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_728922275469989183 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_728922275469989183']"
46,081109,204655,556,INFO,dfs.DataNode$PacketResponder,Received block blk_3587508140051953248 of size 67108864 from /10.251.42.84,46003790,Received block <*> of size <*> from /<*>,"['blk_3587508140051953248', '67108864', '10.251.42.84']"
47,081109,204655,556,INFO,dfs.DataNode$PacketResponder,Received block blk_2058018509313545487 of size 67108864 from /10.251.42.84,46003790,Received block <*> of size <*> from /<*>,"['blk_2058018509313545487', '67108864', '10.251.42.84']"
48,081109,204655,556,INFO,dfs.DataNode$PacketResponder,Received block blk_5807935810403545812 of size 67108864 from /10.251.42.84,46003790,Received block <*> of size <*> from /<*>,"['blk_5807935810403545812', '67108864', '10.251.42.84']"
49,081109,204655,556,INFO,dfs.DataNode$PacketResponder,Received block blk_2048518304055957318 of size 67108864 from /10.251.42.84,46003790,Received block <*> of size <*> from /<*>,"['blk_2048518304055957318', '67108864', '10.251.42.84']"
50,081109,204655,556,INFO,dfs.DataNode$PacketResponder,Received block blk_1700858345812490355 of size 67108864 from /10.251.42.84,46003790,Received block <*> of size <*> from /<*>,"['blk_1700858345812490355', '67108864', '10.251.42.84']"
51,081109,204722,567,INFO,dfs.DataNode$PacketResponder,Received block blk_5402003568334525940 of size 67108864 from /10.251.214.112,46003790,Received block <*> of size <*> from /<*>,"['blk_5402003568334525940', '67108864', '10.251.214.112']"
52,081109,204722,567,INFO,dfs.DataNode$PacketResponder,Received block blk_0580543362552040349 of size 67108864 from /10.251.214.112,46003790,Received block <*> of size <*> from /<*>,"['blk_0580543362552040349', '67108864', '10.251.214.112']"
53,081109,204722,567,INFO,dfs.DataNode$PacketResponder,Received block blk_0255608039530442543 of size 67108864 from /10.251.214.112,46003790,Received block <*> of size <*> from /<*>,"['blk_0255608039530442543', '67108864', '10.251.214.112']"
54,081109,204722,567,INFO,dfs.DataNode$PacketResponder,Received block blk_0435590045542623830 of size 67108864 from /10.251.214.112,46003790,Received block <*> of size <*> from /<*>,"['blk_0435590045542623830', '67108864', '10.251.214.112']"
55,081109,204722,567,INFO,dfs.DataNode$PacketResponder,Received block blk_4523552384930000654 of size 67108864 from /10.251.214.112,46003790,Received block <*> of size <*> from /<*>,"['blk_4523552384930000654', '67108864', '10.251.214.112']"
56,081109,204815,653,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5792489080791696128 src: /10.251.30.6:33145 dest: /10.251.30.6:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5792489080791696128', '10.251.30.6:33145', '10.251.30.6:50010']"
57,081109,204815,653,INFO,dfs.DataNode$DataXceiver,Receiving block blk_0598929827167690148 src: /10.251.30.6:33145 dest: /10.251.30.6:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_0598929827167690148', '10.251.30.6:33145', '10.251.30.6:50010']"
58,081109,204815,653,INFO,dfs.DataNode$DataXceiver,Receiving block blk_0626997751048921898 src: /10.251.30.6:33145 dest: /10.251.30.6:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_0626997751048921898', '10.251.30.6:33145', '10.251.30.6:50010']"
59,081109,204815,653,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1979851984266097802 src: /10.251.30.6:33145 dest: /10.251.30.6:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_1979851984266097802', '10.251.30.6:33145', '10.251.30.6:50010']"
60,081109,204815,653,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2814078996027596189 src: /10.251.30.6:33145 dest: /10.251.30.6:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_2814078996027596189', '10.251.30.6:33145', '10.251.30.6:50010']"
61,081109,204842,663,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1724757848743533110 src: /10.251.111.130:49851 dest: /10.251.111.130:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_1724757848743533110', '10.251.111.130:49851', '10.251.111.130:50010']"
62,081109,204842,663,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5187703424318473751 src: /10.251.111.130:49851 dest: /10.251.111.130:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5187703424318473751', '10.251.111.130:49851', '10.251.111.130:50010']"
63,081109,204842,663,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5487181234717305734 src: /10.251.111.130:49851 dest: /10.251.111.130:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_5487181234717305734', '10.251.111.130:49851', '10.251.111.130:50010']"
64,081109,204842,663,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7231840341574371785 src: /10.251.111.130:49851 dest: /10.251.111.130:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_7231840341574371785', '10.251.111.130:49851', '10.251.111.130:50010']"
65,081109,204842,663,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7577478213458143130 src: /10.251.111.130:49851 dest: /10.251.111.130:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_7577478213458143130', '10.251.111.130:49851', '10.251.111.130:50010']"
66,081109,204908,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_8015913224713045110 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.110.8:50010', 'blk_8015913224713045110', '67108864']"
67,081109,204908,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_3524740111002351891 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.110.8:50010', 'blk_3524740111002351891', '67108864']"
68,081109,204908,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_0453211813792110405 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.110.8:50010', 'blk_0453211813792110405', '67108864']"
69,081109,204908,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_5780143410125910123 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.110.8:50010', 'blk_5780143410125910123', '67108864']"
70,081109,204908,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_1105048011292145337 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.110.8:50010', 'blk_1105048011292145337', '67108864']"
71,081109,204925,673,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5623176793330377570 src: /10.251.75.228:53725 dest: /10.251.75.228:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-5623176793330377570', '10.251.75.228:53725', '10.251.75.228:50010']"
72,081109,204925,673,INFO,dfs.DataNode$DataXceiver,Receiving block blk_66037-79317533352770 src: /10.251.75.228:53725 dest: /10.251.75.228:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_66037-79317533352770', '10.251.75.228:53725', '10.251.75.228:50010']"
73,081109,204925,673,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7607-963275731537330 src: /10.251.75.228:53725 dest: /10.251.75.228:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_7607-963275731537330', '10.251.75.228:53725', '10.251.75.228:50010']"
74,081109,204925,673,INFO,dfs.DataNode$DataXceiver,Receiving block blk_73-26671073753375390 src: /10.251.75.228:53725 dest: /10.251.75.228:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_73-26671073753375390', '10.251.75.228:53725', '10.251.75.228:50010']"
75,081109,204925,673,INFO,dfs.DataNode$DataXceiver,Receiving block blk_77365303133207-75769 src: /10.251.75.228:53725 dest: /10.251.75.228:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_77365303133207-75769', '10.251.75.228:53725', '10.251.75.228:50010']"
76,081109,205035,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_-1727475099218615100,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_-1727475099218615100']
77,081109,205035,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_1008719924-110577265,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_1008719924-110577265']
78,081109,205035,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_800741925211177-0695,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_800741925211177-0695']
79,081109,205035,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_12-15070625740978191,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_12-15070625740978191']
80,081109,205035,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_8701277511100-452969,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_8701277511100-452969']
81,081109,205056,710,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5017373558217225674 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_5017373558217225674']"
82,081109,205056,710,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5741232138675257057 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_5741232138675257057']"
83,081109,205056,710,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1262137538745205775 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_1262137538745205775']"
84,081109,205056,710,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_3555713212067427875 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_3555713212067427875']"
85,081109,205056,710,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_0537121772285657543 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_0537121772285657543']"
86,081109,205157,752,INFO,dfs.DataNode$PacketResponder,Received block blk_9212264480425680329 of size 67108864 from /10.251.123.1,46003790,Received block <*> of size <*> from /<*>,"['blk_9212264480425680329', '67108864', '10.251.123.1']"
87,081109,205157,752,INFO,dfs.DataNode$PacketResponder,Received block blk_8281205426204264399 of size 67108864 from /10.251.123.1,46003790,Received block <*> of size <*> from /<*>,"['blk_8281205426204264399', '67108864', '10.251.123.1']"
88,081109,205157,752,INFO,dfs.DataNode$PacketResponder,Received block blk_8242084902246193625 of size 67108864 from /10.251.123.1,46003790,Received block <*> of size <*> from /<*>,"['blk_8242084902246193625', '67108864', '10.251.123.1']"
89,081109,205157,752,INFO,dfs.DataNode$PacketResponder,Received block blk_2263852482194096240 of size 67108864 from /10.251.123.1,46003790,Received block <*> of size <*> from /<*>,"['blk_2263852482194096240', '67108864', '10.251.123.1']"
90,081109,205157,752,INFO,dfs.DataNode$PacketResponder,Received block blk_3619844425028229620 of size 67108864 from /10.251.123.1,46003790,Received block <*> of size <*> from /<*>,"['blk_3619844425028229620', '67108864', '10.251.123.1']"
91,081109,205315,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_-7878121102358435702,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_-7878121102358435702']
92,081109,205315,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_855802481731707312-2,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_855802481731707312-2']
93,081109,205315,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_47285187175203-13802,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_47285187175203-13802']
94,081109,205315,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_1380271508475723281-,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_1380271508475723281-']
95,081109,205315,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_88377508743250-11212,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_88377508743250-11212']
96,081109,205409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.111.130:50010', 'blk_4568434182693165548', '67108864']"
97,081109,205409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4645533544688981126 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.111.130:50010', 'blk_4645533544688981126', '67108864']"
98,081109,205409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4636485964141852358 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.111.130:50010', 'blk_4636485964141852358', '67108864']"
99,081109,205409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_3452688531654694814 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.111.130:50010', 'blk_3452688531654694814', '67108864']"
100,081109,205409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_6538619552441364884 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.111.130:50010', 'blk_6538619552441364884', '67108864']"
101,081109,205412,832,INFO,dfs.DataNode$PacketResponder,Received block blk_-5704899712662113150 of size 67108864 from /10.251.91.229,46003790,Received block <*> of size <*> from /<*>,"['blk_-5704899712662113150', '67108864', '10.251.91.229']"
102,081109,205412,832,INFO,dfs.DataNode$PacketResponder,Received block blk_625-4315710679021981 of size 67108864 from /10.251.91.229,46003790,Received block <*> of size <*> from /<*>,"['blk_625-4315710679021981', '67108864', '10.251.91.229']"
