LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList
14,12-17,19:31:36.264,2852,3328,D,KeyguardViewMediator,notifyScreenTurnedOn,9d671f2e,notifyScreenTurnedOn,[]
15,12-17,19:31:36.265,2852,2852,D,KeyguardViewMediator,handleNotifyScreenTurnedOn,4365b7b7,handleNotifyScreenTurnedOn,[]
16,12-17,19:31:36.265,2852,2852,I,PhoneStatusBar,onScreenTurnedOn,468e6ee8,onScreenTurnedOn,[]
17,12-17,19:31:36.265,2852,2852,D,KGWallpaper_Magazine,getNextIndex: 0; from 5 to 5; size: 44,9cc510ac,getNextIndex: <*>; from <*> to <*>; size: <*>,"['0', '5', '5', '44']"
18,12-17,19:31:36.265,2852,2852,I,HwLockScreenReporter,report msg is :{picture: Deepwater-05-2.3.001-bigpicture_05_8.jpg},2f4476c6,report msg is :{picture: <*>},['Deepwater-05-2.3.001-bigpicture_05_8.jpg']
19,12-17,19:31:36.265,2852,2852,W,HwLockScreenReporter,"report result = falsereport type:162 msg:{picture: Deepwater-05-2.3.001-bigpicture_05_8.jpg, channelId: 05}",21be4fb5,"report result = falsereport type:<*> msg:{picture: <*>, channelId: <*>}","['162', 'Deepwater-05-2.3.001-bigpicture_05_8.jpg', '05']"
20,12-17,19:31:36.265,2852,2852,I,OucScreenOnCounter,Screen already turned on at: 1481974212,6a13b071,Screen already turned on at: <*>,['1481974212']
21,12-17,19:31:36.267,5224,5283,I,SendBroadcastPermission,"action:android.com.huawei.bone.NOTIFY_SPORT_DATA, mPermissionType:0",e55c594d,"action:<*>, mPermissionType:<*>","['android.com.huawei.bone.NOTIFY_SPORT_DATA', '0']"
22,12-17,19:31:36.270,1795,16500,I,HwActivityManagerService,Split enqueueing broadcast [callerApp]:ProcessRecord{580cfb2 5224:com.huawei.health:DaemonService/u0a99},b1ffc7b2,Split enqueueing broadcast [callerApp]:ProcessRecord{<*> <*>,['580cfb2 5224:com.huawei.health:DaemonService/u0a99}']
23,12-17,19:31:36.271,2852,2852,I,EventCenter,EventCenter Get :android.com.huawei.bone.NOTIFY_SPORT_DATA,c5afc1ed,EventCenter Get :<*>,['android.com.huawei.bone.NOTIFY_SPORT_DATA']
24,12-17,19:31:36.275,7741,7741,D,Mms_TX_NOTIFY,Get no-perm notification callback android.intent.action.SCREEN_ON,a797a27a,Get no-perm notification callback <*>,['android.intent.action.SCREEN_ON']
25,12-17,19:31:36.275,7741,7741,D,Mms_TX_NOTIFY,ScreenState present,61e46442,ScreenState present,[]
26,12-17,19:31:36.275,5224,5283,I,Step_HSNH,20002302|upDateHealthNotification()|89|2.98|4180,f4aaa700,<*>|upDateHealthNotification()|<*>|<*>.<*>|<*>,"['20002302', '89|2', '98|4180']"
27,12-17,19:31:36.276,2883,2996,I,HwSystemManager,ITrafficInfo:ITrafficInfo create 301updateBytes = 1769320345,434f4f20,ITrafficInfo:ITrafficInfo create 301updateBytes = <*>,['1769320345']
28,12-17,19:31:36.278,5224,5283,I,Step_HSNH,20002302|rebuild notification,29cf7af1,<*>|rebuild notification,['20002302']
29,12-17,19:31:36.279,2852,2925,I,EventCenter,ContentChange for slot: 1,afa3e515,ContentChange for slot: <*>,['1']
30,12-17,19:31:36.279,2852,2852,I,HwBrightnessController,onChange selfChange:false uri.toString():content://settings/system/screen_auto_brightness mIsObserveAutoBrightnessChange:true,cff1c62f,onChange selfChange:false uri.toString():content:/<*> mIsObserveAutoBrightnessChange:true,['/settings/system/screen_auto_brightness']
31,12-17,19:31:36.279,1795,1825,D,FpDataCollector,"case xxx, not a fingerprint unlock",661fcf50,"case xxx, not a fingerprint unlock",[]
32,12-17,19:31:36.280,1795,1825,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x11,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['3', '1', '0x11', '0x1', '33', '1', '0', '0']"
33,12-17,19:31:36.280,1795,1825,I,PowerManager_screenOn,"PowerManagerNotifier onWakefulnessChangeFinished mInteractiveChanging=true, mInteractive=true",b8ad1fcd,"PowerManagerNotifier onWakefulnessChangeFinished mInteractiveChanging=true, <*>",['mInteractive=true']
34,12-17,19:31:36.280,2852,2852,I,HwBrightnessUtils,"APS brightness=20.0,ConvertToPercentage=0.21667233",3130d210,"APS brightness=<*>.<*>,ConvertToPercentage=<*>.<*>","['20.0', '0.21667233']"
35,12-17,19:31:36.280,2852,2852,I,HwBrightnessUtils,getSeekBarProgress isAutoMode:true current brightness:20 percentage:0.21667233,b38592a8,getSeekBarProgress isAutoMode:true current brightness:<*> <*>,['20 percentage:0.21667233']
36,12-17,19:31:36.280,2852,2852,I,HwBrightnessController,updateSlider1 seekBarProgress:2167,f54b641a,updateSlider1 seekBarProgress:<*>,['2167']
37,12-17,19:31:36.280,2852,2852,I,HwBrightnessController,updateSlider2 seekBarProgress:2167,d781f074,updateSlider2 seekBarProgress:<*>,['2167']
38,12-17,19:31:36.280,2852,2852,I,ToggleSlider,mSeekListener onProgressChanged progress:2167 fromUser:false,21a28837,mSeekListener onProgressChanged progress:<*> fromUser:false,['2167']
39,12-17,19:31:36.281,2852,2852,I,ToggleSlider,mSeekListener onProgressChanged progress:2167 fromUser:false,21a28837,mSeekListener onProgressChanged progress:<*> fromUser:false,['2167']
40,12-17,19:31:36.282,3626,3753,I,LogCollectService,msg = 103 received,af1a6af9,msg = <*> received,['103']
41,12-17,19:31:36.283,1795,11747,I,NotificationManager,enqueueNotificationInternal: pkg=com.huawei.health id=10010 notification=Notification(pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x2 color=0x00000000 vis=PRIVATE),ea42efea,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE),"['com.huawei.health', '10010', '0', '0x0', '0x2', '0x00000000']"
42,12-17,19:31:36.284,1795,1795,I,NotificationManager,enqueueNotificationInternal: n.getKey = 0|com.huawei.health|10010|null|10099,a69523ee,enqueueNotificationInternal: n.getKey = <*>|<*>|<*>|null|<*>,"['0', 'com.huawei.health|10010', '10099']"
43,12-17,19:31:36.285,1795,2750,D,HW_DISPLAY_EFFECT,"presently, hw_update_color_temp_for_rg_led interface not achieved.",d4b8d889,"presently, hw_update_color_temp_for_rg_led interface not achieved.",[]
44,12-17,19:31:36.285,3466,3466,I,Contacts,DialpadFragment mBroadcastReceiver action:android.intent.action.SCREEN_ON,b433dc0c,DialpadFragment mBroadcastReceiver action:<*>,['android.intent.action.SCREEN_ON']
45,12-17,19:31:36.289,3608,3608,D,InCall  ,InCallActivity - mScreenOnReceiver mCallEndOptionsDialog = null,cf0e8cca,InCallActivity - mScreenOnReceiver mCallEndOptionsDialog = null,[]
46,12-17,19:31:36.295,1795,1795,V,NotificationService,disableEffects=null canInterrupt=false once update: false,f96ce7bc,disableEffects=null canInterrupt=false once update: false,[]
47,12-17,19:31:36.297,2852,2852,I,StatusBar,"onNotificationPosted: StatusBarNotification(pkg=com.huawei.health user=UserHandle{0} id=10010 tag=null key=0|com.huawei.health|10010|null|10099: Notification(pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x62 color=0x00000000 vis=PRIVATE)) important=2, post=1481974296283, when=1481531589202, vis=0, userid=0",861c9a3c,"onNotificationPosted: StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*>","['com.huawei.health', '0', '10010', '0', 'com.huawei.health|10010', '10099', '0', '0x0', '0x62', '0x00000000', '2', '1481974296283', '1481531589202', '0', '0']"
48,12-17,19:31:36.297,2852,2852,D,StatusBar,updateNotification(StatusBarNotification(pkg=com.huawei.health user=UserHandle{0} id=10010 tag=null key=0|com.huawei.health|10010|null|10099: Notification(pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x62 color=0x00000000 vis=PRIVATE))),4933f370,updateNotification(StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE))),"['com.huawei.health', '0', '10010', '0', 'com.huawei.health|10010', '10099', '0', '0x0', '0x62', '0x00000000']"
49,12-17,19:31:36.298,2852,2852,D,HwCust  ,Create obj success use class android.app.HwCustNotificationImpl,02c4d19b,Create obj success use class <*>,['android.app.HwCustNotificationImpl']
50,12-17,19:31:36.299,2852,2852,I,StatusBarIconView,updateTint: tint=0,04bbd147,updateTint: tint=<*>,['0']
51,12-17,19:31:36.300,2852,2852,D,StatusBar,No peeking: unimportant notification: 0|com.huawei.health|10010|null|10099,738eb9b7,No peeking: unimportant notification: <*>|<*>|<*>|null|<*>,"['0', 'com.huawei.health|10010', '10099']"
52,12-17,19:31:36.301,2852,2852,D,StatusBar,applyInPlace=true shouldPeek=false alertAgain=true,220146c6,applyInPlace=true shouldPeek=false alertAgain=true,[]
53,12-17,19:31:36.301,2852,2852,I,NotificationGroupManager,onEntryUpdated:0|com.huawei.health|10010|null|10099,a13c983e,onEntryUpdated:<*>|<*>|<*>|null|<*>,"['0', 'com.huawei.health|10010', '10099']"
54,12-17,19:31:36.301,2852,2852,I,NotificationGroupManager,"onEntryAdded:0|com.huawei.health|10010|null|10099, group=0|com.huawei.health|10010|null|10099",ff7c1265,"onEntryAdded:<*>|<*>|<*>|null|<*>, group=<*>|<*>|<*>|null|<*>","['0', 'com.huawei.health|10010', '10099', '0', 'com.huawei.health|10010', '10099']"
55,12-17,19:31:36.301,2852,2852,D,StatusBar,reusing notification for key: 0|com.huawei.health|10010|null|10099,d2994755,reusing notification for key: <*>|<*>|<*>|null|<*>,"['0', 'com.huawei.health|10010', '10099']"
56,12-17,19:31:36.301,2852,2852,D,HwCust  ,Create obj success use class android.app.HwCustNotificationImpl,02c4d19b,Create obj success use class <*>,['android.app.HwCustNotificationImpl']
57,12-17,19:31:36.301,2852,2852,D,HwCust  ,Create obj success use class android.app.HwCustNotificationImpl,02c4d19b,Create obj success use class <*>,['android.app.HwCustNotificationImpl']
58,12-17,19:31:36.302,2852,2852,I,StatusBarIconView,updateTint: tint=0,04bbd147,updateTint: tint=<*>,['0']
59,12-17,19:31:36.304,16628,16628,I,TotemWeather,RetryTaskController:mTaskList is null,4d6d94b7,RetryTaskController:mTaskList is null,[]
60,12-17,19:31:36.311,2852,2852,I,HwPhoneStatusBar,updateNotificationShade,06327cf8,updateNotificationShade,[]
61,12-17,19:31:36.311,2852,2852,I,PhoneStatusBar,updateNotificationShade,06327cf8,updateNotificationShade,[]
62,12-17,19:31:36.311,2852,2852,I,PhoneStatusBar,removeNotificationChildren,99e75217,removeNotificationChildren,[]
63,12-17,19:31:36.311,2852,2852,I,HwNotificationIconAreaController,showNotificationAll,b4f7e619,showNotificationAll,[]
64,12-17,19:31:36.313,31949,31967,I,PushService,main{1} PushService.onStartCommand(PushService.java:87) Push Service Start by  userEvent,95b24769,main{<*>} PushService.onStartCommand(PushService.java:<*>) Push Service Start by userEvent,"['1', '87']"
65,12-17,19:31:36.313,1795,3247,D,StubTelephonyRegistry,uid:10028 pid:16628 PhoneStateListener.LISTEN_CELL_LOCATION:16 events:16,256a6cba,uid:<*> pid:<*> PhoneStateListener.LISTEN_CELL_LOCATION:<*> events:<*>,"['10028', '16628', '16', '16']"
66,12-17,19:31:36.313,1795,3247,D,StubTelephonyRegistry,LISTEN_CELL_LOCATION uid:10028,49908fb9,LISTEN_CELL_LOCATION uid:<*>,['10028']
67,12-17,19:31:36.314,31949,31967,I,eSpaceService,WatchThread{4786} TcpCirChannel.shutdown(TcpCirChannel.java:257) Login_By_Step-> shut down now connect,1bb149e2,WatchThread{<*>} TcpCirChannel.shutdown(TcpCirChannel.java:<*>) Login_By_Step-> shut down now connect,"['4786', '257']"
68,12-17,19:31:36.315,31949,31967,I,ECS     ,WatchThread{4786} TcpClient.clearAll(TcpClient.java:240) ==================== TCP CLIENT CLEAR ALL ====================,f2bee63d,WatchThread{<*>} TcpClient.clearAll(TcpClient.java:<*>) ==================== TCP CLIENT CLEAR ALL ====================,"['4786', '240']"
69,12-17,19:31:36.316,31949,31967,I,ECS     ,WatchThread{4786} TcpClient.disconnect_i(TcpClient.java:202) ==================== TCP CLIENT DISCONNECT ====================,35c7a856,WatchThread{<*>} TcpClient.disconnect_i(TcpClient.java:<*>) ==================== TCP CLIENT DISCONNECT ====================,"['4786', '202']"
70,12-17,19:31:36.319,802,802,E,Thermal-daemon,"[Thermal_Hw] temperature_valid, battery : temperature is invalid, invalid temperatrue is 27",76e26663,"[Thermal_Hw] temperature_valid, battery : temperature is invalid, invalid temperatrue is <*>",['27']
71,12-17,19:31:36.319,802,802,E,Thermal-daemon,"[Thermal_Hw] temperature_filter: get invalid temperature, use old temp",dd89ff5c,"[Thermal_Hw] temperature_filter: get invalid temperature, use old temp",[]
72,12-17,19:31:36.319,2852,2852,I,NotificationContentView,transferRemoteInputFocus: 0,595fa32b,transferRemoteInputFocus: <*>,['0']
73,12-17,19:31:36.319,2852,2852,I,NotificationContentView,transferRemoteInputFocus: 0,595fa32b,transferRemoteInputFocus: <*>,['0']
74,12-17,19:31:36.320,2852,2852,I,StackScrollAlgorithm,updateClipping isOverlap:false,958de38b,updateClipping isOverlap:false,[]
75,12-17,19:31:36.320,2852,2852,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,b794132a,updateDimmedActivatedHideSensitive overlap:false,[]
76,12-17,19:31:36.322,1795,2332,I,qti_sensors_hal,[ACC]processReportInd: X: 5.989713 Y: 7.132575 Z: 4.153480  x_offset:0.160831 y_offset:0.184366 z_offset:0.985027,6fea91f2,[ACC]processReportInd: X: <*>.<*> Y: <*>.<*> Z: <*> x_offset:<*>.<*> y_offset:<*>.<*> z_offset:<*>.<*>,"['5.989713', '7.132575', '4.153480', '0.160831', '0.184366', '0.985027']"
77,12-17,19:31:36.326,1795,3225,I,AlarmManager,remove(PendingIntent{200e965: PendingIntentRecord{7f86237 com.huawei.espacev2 broadcastIntent}}) changed bounds; rebatching,d8d19c23,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching,"['200e965', '7f86237 com.huawei.espacev2']"
78,12-17,19:31:36.329,1795,3253,I,AlarmManager,set(PendingIntent{a9e563a: PendingIntentRecord{7f86237 com.huawei.espacev2 broadcastIntent}}) : type=0 triggerAtTime=1481974596328 win=0 tElapsed=443132691 maxElapsed=443132691 interval=300000 flags=0x1,57d9dc28,set(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,"['a9e563a', '7f86237 com.huawei.espacev2', '0', '1481974596328', '0', '443132691', '443132691', '300000', '0x1']"
79,12-17,19:31:36.329,816,20155,D,DnsProxyListener,"GetAddrInfoHandler addr: uc.huawei.com {304, 917808, 10102} 172.30.70.63",b7939ac8,"GetAddrInfoHandler addr: <*> {<*>, <*>, <*>} <*>","['uc.huawei.com', '304', '917808', '10102', '172.30.70.63']"
80,12-17,19:31:36.330,31949,31967,I,TCP     ,WatchThread{4786} TcpClientThread.disconnectSocket(TcpClientThread.java:369) disconnecting to uc.huawei.com:7801,71677a08,WatchThread{<*>} TcpClientThread.disconnectSocket(TcpClientThread.java:<*>) disconnecting to <*>:<*>,"['4786', '369', 'uc.huawei.com:7801']"
81,12-17,19:31:36.331,31949,31967,I,TCP     ,WatchThread{4786} TcpSocket.close(TcpSocket.java:158) shutdown output: java.net.SocketException: Socket is closed,2fc4c44a,WatchThread{<*>} TcpSocket.close(TcpSocket.java:<*>) shutdown <*> <*>: Socket is closed,"['4786', '158', 'output: java.net.SocketException']"
82,12-17,19:31:36.332,31949,31967,I,TCP     ,WatchThread{4786} TcpSocket.close(TcpSocket.java:170) shutdown input: java.net.SocketException: Socket is closed,2fc4c44a,WatchThread{<*>} TcpSocket.close(TcpSocket.java:<*>) shutdown <*> <*>: Socket is closed,"['4786', '170', 'input: java.net.SocketException']"
83,12-17,19:31:36.333,31949,31967,W,TCP     ,tcp.recv{4790} TcpSocket.read(TcpSocket.java:242) <<< WARN(5) >>> java.net.SocketException: Socket closed,931cb22e,tcp.recv{<*>} TcpSocket.read(TcpSocket.java:<*>) <<< WARN(<*>) >>> <*>: Socket closed,"['4790', '242', '5) >>', 'java.net.SocketException']"
84,12-17,19:31:36.334,31949,31967,I,TCP     ,WatchThread{4786} TcpClientThread.closeSocket(TcpClientThread.java:396) closed socket.,3c3acfb9,WatchThread{<*>} TcpClientThread.closeSocket(TcpClientThread.java:<*>) closed socket.,"['4786', '396']"
85,12-17,19:31:36.335,1795,3238,D,PowerManagerService,"release:lock=8525102, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=3218",017a9c5d,"release:lock=<*>, flg=<*>, tag=""RILJ_ACK_WL"", name=<*>"", ws=null, uid=<*>, pid=<*>","['8525102', '0x0', 'com.android.phone', '1001', '3218']"
86,12-17,19:31:36.335,10324,10324,D,MagicLink,MagicLink2-BroadcastReceiver:====>ACTION_SCREEN_ON,34538193,MagicLink2-BroadcastReceiver:====>ACTION_SCREEN_ON,[]
87,12-17,19:31:36.335,1795,3238,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x10,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['3', '1', '0x10', '0x1', '33', '1', '0', '0']"
88,12-17,19:31:36.335,1795,3238,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",dd5f547a,Releasing suspend blocker <*>,"['""PowerManagerService.WakeLocks"".']"
89,12-17,19:31:36.336,31949,31967,E,TCP     ,tcp.recv{4790} TcpClientThread.readSocket(TcpClientThread.java:452) <<< ERROR(6) >>> socket read length failure -104,14b4b9b1,tcp.recv{<*>} TcpClientThread.readSocket(TcpClientThread.java:<*>) <<< ERROR(<*>) >>> socket read length failure -<*>,"['4790', '452', '6) >>', '104']"
90,12-17,19:31:36.337,31949,31967,I,TCP     ,tcp.recv{4790} TcpClientThread.onReceiverWork(TcpClientThread.java:314) disconnected,b2770f27,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) disconnected,"['4790', '314']"
91,12-17,19:31:36.337,3218,4159,W,PhoneInterfaceManager,shouldBlockLocation running ...,78791997,shouldBlockLocation running ...,[]
92,12-17,19:31:36.338,3218,4159,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,324966b5,shouldBlockLocation ret:false,[]
93,12-17,19:31:36.338,31949,31967,I,eSpaceService,"WatchThread{4786} TcpCirChannel.connect(TcpCirChannel.java:219) Connect to server  address = [uc.huawei.com,]  port = 7801",88bf4cb8,"WatchThread{<*>} TcpCirChannel.connect(TcpCirChannel.java:<*>) Connect to server address = [<*>,] port = <*>","['4786', '219', 'uc.huawei.com', '7801']"
94,12-17,19:31:36.339,31949,31985,I,PushService,connect :true,01192297,connect :true,[]
95,12-17,19:31:36.339,31949,31967,I,ECS     ,WatchThread{4786} TcpClient.clearAll(TcpClient.java:240) ==================== TCP CLIENT CLEAR ALL ====================,f2bee63d,WatchThread{<*>} TcpClient.clearAll(TcpClient.java:<*>) ==================== TCP CLIENT CLEAR ALL ====================,"['4786', '240']"
96,12-17,19:31:36.340,31949,31967,I,ECS     ,WatchThread{4786} TcpClient.connect(TcpClient.java:162) ==================== TCP CLIENT CONNECT [2] ====================,855550a1,WatchThread{<*>} TcpClient.connect(TcpClient.java:<*>) ==================== TCP CLIENT CONNECT [<*>] ====================,"['4786', '162', '2']"
97,12-17,19:31:36.341,31949,31967,I,TCP     ,WatchThread{4786} TcpClientThread.connect(TcpClientThread.java:52) will connect to uc.huawei.com:7801,79badcd3,WatchThread{<*>} TcpClientThread.connect(TcpClientThread.java:<*>) will connect to <*>:<*>,"['4786', '52', 'uc.huawei.com:7801']"
98,12-17,19:31:36.342,31949,31967,I,TCP     ,tcp.conn{4787} TcpClientThread.connectSocket(TcpClientThread.java:349) connecting max 30000ms to uc.huawei.com:7801,5ea80552,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) connecting max 30000ms to <*>:<*>,"['4787', '349', 'uc.huawei.com:7801']"
99,12-17,19:31:36.344,31949,31967,I,TCP     ,tcp.conn{4787} TcpSocket.connect_i(TcpSocket.java:84) connecting to ip address uc.huawei.com/172.30.70.63,29ef6e19,tcp.conn{<*>} TcpSocket.connect_i(TcpSocket.java:<*>) connecting to ip address <*><*>.<*>,"['4787', '84', 'uc', 'huawei.com/172.30.70.63']"
100,12-17,19:31:36.348,16354,16354,E,HwSystemManager,MemCPUMonitor:startTimerMonitor isCompleted = true,8c467c2d,MemCPUMonitor:startTimerMonitor isCompleted = true,[]
101,12-17,19:31:36.351,31949,31967,I,TCP     ,tcp.recv{4790} TcpClientThread.onReceiverWork(TcpClientThread.java:292) connected,6ffd5a15,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) connected,"['4790', '292']"
102,12-17,19:31:36.352,31949,31967,I,TCP     ,tcp.conn{4787} TcpClientThread.connectSocket(TcpClientThread.java:360) notify user tcp connected successully at 36822 to uc.huawei.com:7801,c629acc1,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) notify user tcp connected successully at <*> to <*>:<*>,"['4787', '360', '36822', 'uc.huawei.com:7801']"
103,12-17,19:31:36.353,31949,31967,I,TCP     ,tcp.conn{4787} TcpClientThread.onRecv(TcpClientThread.java:522) tcp connection event TCP_CONNECTED,31bfa45f,tcp.conn{<*>} TcpClientThread.onRecv(TcpClientThread.java:<*>) tcp connection event TCP_CONNECTED,"['4787', '522']"
104,12-17,19:31:36.355,17238,17238,D,Bth     ,BtChrStatisticsManager:sendScreenOnEvent enter.,4af0b1dc,BtChrStatisticsManager:sendScreenOnEvent enter.,[]
105,12-17,19:31:36.355,17238,17252,D,Bth     ,BtChrStatisticsManager:msg Loop is running.,794f6a9f,BtChrStatisticsManager:msg Loop is running.,[]
106,12-17,19:31:36.359,31949,31967,I,PushService,tcp.conn{4787} ServiceC.connectedNotify(ServiceC.java:289) 172.30.70.63,1ae44650,tcp.conn{<*>} ServiceC.connectedNotify(ServiceC.java:<*>) <*>,"['4787', '289', '172.30.70.63']"
107,12-17,19:31:36.361,31949,31967,I,ECS     ,tcp.conn{4787} XmlMsg.encodeBuf(XmlMsg.java:215) SEND 100 bytes [16]_00_00_00_60_00_03_01_05_01_04_81_AE_00_00_00_00 cmdCode(CC_PCheckVersion.0x0501)msgType(MT_ARG.1)msgClass(MC_Push.5)sender(ST_Mobile.0)crypted(false)zipped(false)nobase64(true)length(96)version(3)sno(81AE),2be8eba0,tcp.conn{<*>} XmlMsg.encodeBuf(XmlMsg.java:<*>) SEND <*> bytes [<*>]_00_00_00_60_00_03_01_05_01_04_81_AE_00_00_00_00 cmdCode(CC_PCheckVersion.<*>)msgType(MT_ARG.<*>)msgClass(MC_Push.<*>)sender(ST_Mobile.<*>)crypted(false)zipped(false)nobase64(true)length(<*>)version(<*>)sno(<*>),"['4787', '215', '100', '16', '0x0501', '1', '5', '0', '96', '3', '81AE']"
108,12-17,19:31:36.365,1795,2748,D,HwAmbientLuxFilterAlgo,earliestValidTime + POWER_ON_BRIGHTENING_LIGHT_DEBOUNCE,32da7760,earliestValidTime + POWER_ON_BRIGHTENING_LIGHT_DEBOUNCE,[]
109,12-17,19:31:36.365,1795,2748,D,HwAmbientLuxFilterAlgo,earliestValidTime + POWER_ON_DARKENING_LIGHT_DEBOUNCE,f5da26ea,earliestValidTime + POWER_ON_DARKENING_LIGHT_DEBOUNCE,[]
