LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
35,081109,203521,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to blk_7503483334202473044 size 233217,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.215.16:50010', 'blk_7503483334202473044', '233217']"
36,081109,203521,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to blk_-1608999687919862906 size 91178,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.215.16:50010', 'blk_-1608999687919862906', '91178']"
37,081109,203521,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.16:50010 is added to blk_7503483334202473044 size 233217,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.71.16:50010', 'blk_7503483334202473044', '233217']"
38,081109,203522,144,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3544583377289625738 src: /10.251.197.226:60229 dest: /10.251.197.226:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-3544583377289625738', '10.251.197.226:60229', '10.251.197.226:50010']"
39,081109,203522,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3544583377289625738 src: /10.250.11.100:54800 dest: /10.250.11.100:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-3544583377289625738', '10.250.11.100:54800', '10.250.11.100:50010']"
40,081109,203522,147,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-3544583377289625738 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-3544583377289625738']"
41,081109,203522,147,INFO,dfs.DataNode$PacketResponder,Received block blk_-3544583377289625738 of size 11971 from /10.250.19.102,46003790,Received block <*> of size <*> from /<*>,"['blk_-3544583377289625738', '11971', '10.250.19.102']"
42,081109,203523,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9073992586687739851 src: /10.250.19.102:37673 dest: /10.250.19.102:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-9073992586687739851', '10.250.19.102:37673', '10.250.19.102:50010']"
43,081109,203523,146,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3544583377289625738 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-3544583377289625738']"
44,081109,203523,146,INFO,dfs.DataNode$PacketResponder,Received block blk_-3544583377289625738 of size 11971 from /10.251.197.226,46003790,Received block <*> of size <*> from /<*>,"['blk_-3544583377289625738', '11971', '10.251.197.226']"
45,081109,203523,147,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-3544583377289625738 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-3544583377289625738']"
46,081109,203523,147,INFO,dfs.DataNode$PacketResponder,Received block blk_-3544583377289625738 of size 11971 from /10.250.11.100,46003790,Received block <*> of size <*> from /<*>,"['blk_-3544583377289625738', '11971', '10.250.11.100']"
47,081109,203523,148,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.102,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.250.19.102']"
48,081109,203523,149,INFO,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.250.19.102,4dec0816,<*> Served block <*> to /<*>,"['10.251.111.209:50010', 'blk_-1608999687919862906', '10.250.19.102']"
49,081109,203523,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_logs/history/ip-10-250-19-102.ec2.internal_1226291400491_job_200811092030_0001_conf.xml. blk_-9073992586687739851,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_logs/history/ip-10-250-19-102.ec2.internal_1226291400491_job_200811092030_0001_conf.xml. blk_-9073992586687739851']
50,081109,203523,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_-3544583377289625738 size 11971,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '11971']"
51,081109,203523,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_-3544583377289625738 size 11971,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '11971']"
52,081109,203523,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_-3544583377289625738 size 11971,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '11971']"
53,081109,203524,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9073992586687739851 src: /10.250.14.196:39576 dest: /10.250.14.196:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-9073992586687739851', '10.250.14.196:39576', '10.250.14.196:50010']"
54,081109,203524,144,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9073992586687739851 src: /10.250.7.244:39735 dest: /10.250.7.244:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-9073992586687739851', '10.250.7.244:39735', '10.250.7.244:50010']"
55,081109,203524,145,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-9073992586687739851 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-9073992586687739851']"
56,081109,203524,145,INFO,dfs.DataNode$PacketResponder,Received block blk_-9073992586687739851 of size 11977 from /10.250.19.102,46003790,Received block <*> of size <*> from /<*>,"['blk_-9073992586687739851', '11977', '10.250.19.102']"
57,081109,203524,146,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-9073992586687739851 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-9073992586687739851']"
58,081109,203524,146,INFO,dfs.DataNode$PacketResponder,Received block blk_-9073992586687739851 of size 11977 from /10.250.14.196,46003790,Received block <*> of size <*> from /<*>,"['blk_-9073992586687739851', '11977', '10.250.14.196']"
59,081109,203524,147,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-9073992586687739851 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-9073992586687739851']"
60,081109,203524,147,INFO,dfs.DataNode$PacketResponder,Received block blk_-9073992586687739851 of size 11977 from /10.250.7.244,46003790,Received block <*> of size <*> from /<*>,"['blk_-9073992586687739851', '11977', '10.250.7.244']"
61,081109,203524,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.215.16:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.74.79:50010 10.251.107.19:50010,54e5f6b4,BLOCK* ask <*> to replicate <*> to datanode(s) <*> <*>,"['10.251.215.16:50010', 'blk_-1608999687919862906', '10.251.74.79:50010 10.251.107.19:50010']"
62,081109,203524,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_-9073992586687739851 size 11977,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.89.155:50010', 'blk_-9073992586687739851', '11977']"
63,081109,203524,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-9073992586687739851 size 11977,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.244:50010', 'blk_-9073992586687739851', '11977']"
64,081109,203524,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.196:50010 is added to blk_-9073992586687739851 size 11977,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.14.196:50010', 'blk_-9073992586687739851', '11977']"
65,081109,203525,150,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_7503483334202473044 to /10.250.19.102,4dec0816,<*> Served block <*> to /<*>,"['10.251.215.16:50010', 'blk_7503483334202473044', '10.250.19.102']"
66,081109,203526,146,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.215.16:51177 dest: /10.251.215.16:50010 of size 91178,fcebd192,Received block <*> src: /<*> dest: /<*> of size 91178,"['blk_-1608999687919862906', '10.251.215.16:51177', '10.251.215.16:50010']"
67,081109,203526,146,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.74.79:60333 dest: /10.251.74.79:50010 of size 91178,fcebd192,Received block <*> src: /<*> dest: /<*> of size 91178,"['blk_-1608999687919862906', '10.251.74.79:60333', '10.251.74.79:50010']"
68,081109,203526,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.215.16:51177 dest: /10.251.215.16:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-1608999687919862906', '10.251.215.16:51177', '10.251.215.16:50010']"
69,081109,203526,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.74.79:60333 dest: /10.251.74.79:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-1608999687919862906', '10.251.74.79:60333', '10.251.74.79:50010']"
70,081109,203526,149,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.18.114,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.250.18.114']"
71,081109,203526,150,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.199.225,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.251.199.225']"
72,081109,203526,151,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.30.85,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.251.30.85']"
73,081109,203526,152,INFO,dfs.DataNode$DataTransfer,10.251.215.16:50010:Transmitted block blk_-1608999687919862906 to /10.251.74.79:50010,9c784e29,<*>:Transmitted block <*> to /<*>,"['10.251.215.16:50010', 'blk_-1608999687919862906', '10.251.74.79:50010']"
74,081109,203526,19,INFO,dfs.DataNode,"10.251.215.16:50010 Starting thread to transfer block blk_-1608999687919862906 to 10.251.74.79:50010, 10.251.107.19:50010",75627efd,"<*> Starting thread to transfer block <*> to <*>, <*>","['10.251.215.16:50010', 'blk_-1608999687919862906', '10.251.74.79:50010', '10.251.107.19:50010']"
75,081109,203526,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-1608999687919862906 size 91178,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.74.79:50010', 'blk_-1608999687919862906', '91178']"
76,081109,203526,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-1608999687919862906 size 91178,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.19:50010', 'blk_-1608999687919862906', '91178']"
77,081109,203527,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.31.5:53020 dest: /10.251.31.5:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-1608999687919862906', '10.251.31.5:53020', '10.251.31.5:50010']"
78,081109,203527,147,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.107.19:56341 dest: /10.251.107.19:50010 of size 91178,fcebd192,Received block <*> src: /<*> dest: /<*> of size 91178,"['blk_-1608999687919862906', '10.251.107.19:56341', '10.251.107.19:50010']"
79,081109,203527,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.107.19:56341 dest: /10.251.107.19:50010,bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-1608999687919862906', '10.251.107.19:56341', '10.251.107.19:50010']"
80,081109,203527,148,INFO,dfs.DataNode$DataTransfer,10.251.107.19:50010:Transmitted block blk_-1608999687919862906 to /10.251.31.5:50010,9c784e29,<*>:Transmitted block <*> to /<*>,"['10.251.107.19:50010', 'blk_-1608999687919862906', '10.251.31.5:50010']"
81,081109,203527,149,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.18.114,4dec0816,<*> Served block <*> to /<*>,"['10.250.10.6:50010', 'blk_-1608999687919862906', '10.250.18.114']"
82,081109,203527,150,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.203.149,4dec0816,<*> Served block <*> to /<*>,"['10.250.10.6:50010', 'blk_-1608999687919862906', '10.251.203.149']"
83,081109,203527,150,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.5,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.31.5']"
84,081109,203527,150,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.31.5,4dec0816,<*> Served block <*> to /<*>,"['10.250.14.224:50010', 'blk_-1608999687919862906', '10.251.31.5']"
85,081109,203527,150,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.129,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.251.203.129']"
86,081109,203527,151,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.125.193,4dec0816,<*> Served block <*> to /<*>,"['10.250.10.6:50010', 'blk_-1608999687919862906', '10.251.125.193']"
87,081109,203527,151,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.16,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.250.19.16']"
88,081109,203527,151,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.30.134,4dec0816,<*> Served block <*> to /<*>,"['10.250.14.224:50010', 'blk_-1608999687919862906', '10.251.30.134']"
89,081109,203527,151,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.127.243,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.251.127.243']"
90,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.65.203,4dec0816,<*> Served block <*> to /<*>,"['10.250.10.6:50010', 'blk_-1608999687919862906', '10.251.65.203']"
91,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.125.193,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.125.193']"
92,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.127.191,4dec0816,<*> Served block <*> to /<*>,"['10.250.14.224:50010', 'blk_-1608999687919862906', '10.251.127.191']"
93,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.111.209,4dec0816,<*> Served block <*> to /<*>,"['10.251.111.209:50010', 'blk_-1608999687919862906', '10.251.111.209']"
94,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.127.191,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.251.127.191']"
95,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.149,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.251.203.149']"
96,081109,203527,153,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.179,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.30.179']"
97,081109,203527,153,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.17.225,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.250.17.225']"
98,081109,203527,153,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.215.16,4dec0816,<*> Served block <*> to /<*>,"['10.251.215.16:50010', 'blk_-1608999687919862906', '10.251.215.16']"
99,081109,203527,153,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.30.134,4dec0816,<*> Served block <*> to /<*>,"['10.251.39.179:50010', 'blk_-3544583377289625738', '10.251.30.134']"
100,081109,203527,154,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.74.192,4dec0816,<*> Served block <*> to /<*>,"['10.250.11.100:50010', 'blk_-3544583377289625738', '10.251.74.192']"
101,081109,203527,154,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.4,4dec0816,<*> Served block <*> to /<*>,"['10.251.197.226:50010', 'blk_-3544583377289625738', '10.251.203.4']"
102,081109,203527,154,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.19.227,4dec0816,<*> Served block <*> to /<*>,"['10.251.215.16:50010', 'blk_-1608999687919862906', '10.250.19.227']"
