EventId,EventTemplate,Occurrences
d8d19c23,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching,1
57d9dc28,set(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,4
b7939ac8,"GetAddrInfoHandler addr: <*> {<*>, <*>, <*>} <*>",1
71677a08,WatchThread{<*>} TcpClientThread.disconnectSocket(TcpClientThread.java:<*>) disconnecting to <*>:<*>,1
2fc4c44a,WatchThread{<*>} TcpSocket.close(TcpSocket.java:<*>) shutdown <*> <*>: Socket is closed,2
931cb22e,tcp.recv{<*>} TcpSocket.read(TcpSocket.java:<*>) <<< WARN(<*>) >>> <*>: Socket closed,1
3c3acfb9,WatchThread{<*>} TcpClientThread.closeSocket(TcpClientThread.java:<*>) closed socket.,1
017a9c5d,"release:lock=<*>, flg=<*>, tag=""RILJ_ACK_WL"", name=<*>"", ws=null, uid=<*>, pid=<*>",1
34538193,MagicLink2-BroadcastReceiver:====>ACTION_SCREEN_ON,1
dd5f547a,Releasing suspend blocker <*>,7
14b4b9b1,tcp.recv{<*>} TcpClientThread.readSocket(TcpClientThread.java:<*>) <<< ERROR(<*>) >>> socket read length failure -<*>,1
b2770f27,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) disconnected,1
78791997,shouldBlockLocation running ...,1
324966b5,shouldBlockLocation ret:false,1
88bf4cb8,"WatchThread{<*>} TcpCirChannel.connect(TcpCirChannel.java:<*>) Connect to server address = [<*>,] port = <*>",1
01192297,connect :true,1
855550a1,WatchThread{<*>} TcpClient.connect(TcpClient.java:<*>) ==================== TCP CLIENT CONNECT [<*>] ====================,1
79badcd3,WatchThread{<*>} TcpClientThread.connect(TcpClientThread.java:<*>) will connect to <*>:<*>,1
5ea80552,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) connecting max 30000ms to <*>:<*>,1
29ef6e19,tcp.conn{<*>} TcpSocket.connect_i(TcpSocket.java:<*>) connecting to ip address <*><*>.<*>,1
8c467c2d,MemCPUMonitor:startTimerMonitor isCompleted = true,1
6ffd5a15,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) connected,1
c629acc1,tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) notify user tcp connected successully at <*> to <*>:<*>,1
31bfa45f,tcp.conn{<*>} TcpClientThread.onRecv(TcpClientThread.java:<*>) tcp connection event TCP_CONNECTED,1
4af0b1dc,BtChrStatisticsManager:sendScreenOnEvent enter.,1
794f6a9f,BtChrStatisticsManager:msg Loop is running.,1
1ae44650,tcp.conn{<*>} ServiceC.connectedNotify(ServiceC.java:<*>) <*>,1
2be8eba0,tcp.conn{<*>} XmlMsg.encodeBuf(XmlMsg.java:<*>) SEND <*> bytes [<*>]_00_00_00_60_00_03_01_05_01_04_81_AE_00_00_00_00 cmdCode(CC_PCheckVersion.<*>)msgType(MT_ARG.<*>)msgClass(MC_Push.<*>)sender(ST_Mobile.<*>)crypted(false)zipped(false)nobase64(true)length(<*>)version(<*>)sno(<*>),1
32da7760,earliestValidTime + POWER_ON_BRIGHTENING_LIGHT_DEBOUNCE,2
f5da26ea,earliestValidTime + POWER_ON_DARKENING_LIGHT_DEBOUNCE,2
2b52fbf8,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) get tcp message <*>,1
7bf44fc6,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2
05a2c5d1,read Events lux: <*>.<*>,2
5df795cc,"ambient lux=<*>.<*>,timeStamp =<*>",2
c714f956,"ProximitySensor - ProximitySensor{keybrd=<*>, dpad=<*>, offhook=<*>, hor=<*>, ui=<*>, aud=EARPIECE}",3
b801a3c1,ProximitySensor - Turning on proximity sensor,3
6386d963,ProximitySensor - Proximity wake lock already acquired,3
8862cae3,"ProximitySensor: <*> is far event,<*> is close event,value = <*>.<*>",2
6023edb0,"readEvents:<*>: ProximitySensor: getTimestamp,mPendingEvent.timestamp =<*>",2
8162a0a1,handleProximitySensorEvent positive:true,1
0193001d,"PowerManagerService goToSleepNoUpdateLocked: eventTime=<*>, reason=<*>, flags=<*>, uid=<*>",1
89361257,Going to sleep due to proximity...,1
4a5d7581,"PowerManagerNotifier onWakefulnessChangeStarted: wakefulness=<*>, reason=<*>, <*> <*> <*>",3
a1c14c9a,PowerManagerServiceonProximityPositivebyPhone -> updatePowerStateLocked,1
31c8c8aa,startDreaming = true,1
c677aa2b,"reallyGoToSleepNoUpdateLocked: eventTime=<*>, uid=<*>",1
ec266f92,Sleeping (uid <*>)...,1
29de50f6,"ready=false,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",7
b0aa6d25,"DisplayPowerController updatePowerState mPendingRequestLocked=policy=OFF, useProximitySensor=true, useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=-<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=false, brightnessWaitRet=true, screenAutoBrightness=-<*>, userId=<*>",5
3049a2d2,preparePoriximityView addView,1
03b77cb0,do not support AFT because of no config,1
20ae5dda,"ACTIVITY check resid: android, size=<*>",1
6d0692d7,performPollAndLog:,1
5bbdcd5a,updateSystemUiColorLw window=Window{<*> u0 <*> <*>,2
ff45ff53,oldFocusWindow: Window{<*> u0 <*> currentFocusWindow: Window{<*> u0 <*> currentFocusApp: AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>/.InCallActivity t310}}},2
7aadaf7b,Transact:setSystemUIColor to status bar service,2
93542be6,updateBarBgColor,2
89c568e0,"CommandQueue, setBarBackgroundColor",2
d0f70a6b,"updateBarBgColor:emuiStyle=<*>,statusBarColor=#<*>,navigationBarColor=#<*>, isEmuiLight=-<*>",1
8a927aa3,"restoreBackgroundColor:new=-<*>, old=<*>",1
026bd0be,"restoreBackgroundColor:new=<*>, old=<*>",1
088abafb,"total<*>,<*><*>,unknown:<*><*>",1
b1ca38cf,"statusBarIconTint=#<*>,navigationBarIconTint=#<*>",2
eec0b270,WebMonitor [mNetWorkIsSuck=<*> mUIDIsSuck=] WebSpeed [WEBSENDSEGS=<*> WEBRESENDSEGS=<*> WEBRECVSEGS=<*> WEBERRSEGS=<*> WEBOUTRSTS=<*> WEBESTABLISRST=<*> WEBRTTDURATION=<*> WEBRTTSEGS=<*> WEBSRTT=<*> WEBSNDDUPACKS=<*> SENDSEGS=<*> RESENDSEGS=<*> RECVSEGS=<*> ERRSEGS=<*> OUTRSTS=<*> ESTABLISRST=<*> RTTDURATION=<*> RTTSEGS=<*> SNDDUPACKS=<*> suckTimes=<*> recovage_times=<*>],1
74e3486d,"updateTcpSummery mRSSI:-<*> HwCHRWifiRSSIGroup [rssi_index=<*>, rtt_tcp_packets=<*>, rtt_tcp_duration=<*>, rtt_lan_duration=<*>, rtt_lan_failures=<*>, rtt_lan_succ=<*>, rtt_lan_max=<*>, rtt_lan_min=<*>,same_area_frequency=<*>,adjacent_area_frequency=<*>]",1
c99a4847,wifi_send_command: cmd:'IFNAME=wlan0 PKTCNT_POLL',1
353bbc82,wlan0: Control interface command 'PKTCNT_POLL',1
2dfb14ae,"acquire lock=<*>, flags=<*>, <*> name=android, ws=null, uid=<*>, pid=<*>",3
0cce1ed8,Acquiring suspend blocker <*>,6
68edc2d7,Start pausing: ActivityRecord{<*> u0 <*>/.InCallActivity t310},1
f357c573,CTRL-DEBUG: global_ctrl_sock-sendto: sock=<*> sndbuf=<*> outq=<*> send_len=<*>,2
bc891c1d,VideoCallFragment - onPause:,1
ea4ce1ae,"VideoCallPresenter - isVideoCallWorking, state is: <*>",1
a4042701,"VideoCallPresenter - pauseVideo: Error bad state mPrimaryCall=[Call_10, ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, mSessionModificationState:<*>, VideoSettings:(CameraDir:-<*>)] mVideoCall=null",1
2194428e,InCallActivity - onPause()...,1
be53de64,DialpadFragment - Notifying dtmf key up.,1
097119b5,"HwCHRWifiPacketCnt [mTXGood=<*>, mTXbad=<*>, mRXGood=<*>] rssi=-<*>",1
b4166dde,ContactInfoCache - Contact lookup. In memory cache hit; lookup complete,1
ccc838ec,running processName=<*>,1
9ee82f13,HwCHRWifiUIDWebSpeed [appName=<*> UID=<*> WEBSENDSEGS=<*> WEBRESENDSEGS=<*> WEBRECVSEGS=<*> WEBERRSEGS=<*> WEBOUTRSTS=<*> WEBESTABLISRST=<*> WEBRTTDURATION=<*> WEBRTTSEGS=<*> WEBSNDDUPACKS=<*> suckTimes=<*> recovage_times=<*>],1
58765b6e,doCheckAccessInternet,1
61452cca,StatusBarNotifier - Showing notification for first time.,1
34fd6576,StatusBarNotifier - Data changed. Showing notification,1
b95d2703,StatusBarNotifier - contactsentry_photo is null,1
ccf6ca4f,"mAccessWebStatus : rx = <*>, tx = <*>",1
4adb93ed,"getDNSFailedCntDiff dnsNewFailCnt = <*>, aws.getOldDnsFailedCnt() = <*>, dnsDiff = <*>",1
6fdffdb1,StatusBarNotifier - getNotificationBuilder,1
3276dc5a,"StatusBarNotifier - Will show ""hang-up"" action in the ongoing active call Notification",1
cb6f1d06,ret: <*>,2
5bddc1ef,imeVis=false,1
2969320a,StatusBarNotifier - isTopIsFullscreen = true--isTopIsFullscreenInput()--false,1
4f35069d,StatusBarNotifier - buildAndSendNotification state=<*> showHeadUpNotification=false mHeadupViewShow=false,1
8896741a,StatusBarNotifier - isDreaming = false,1
aee1e8af,StatusBarNotifier - Notifying IN_CALL_NOTIFICATION: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)),1
bfbb33f1,"checkPhoneWindowIsTop:pakcage name:<*>,ClassName name:<*>",1
e03b377c,set brightness to DIM brightness:<*>,1
1b99cefe,Unfinished business...,2
00c4aab7,DisplayPowerStatesetScreenState: state=<*>,2
cf67ce5f,DisplayPowerState :OFF,1
516040fe,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)),1
16f5540e,AnswerPresenter - onUiShowingfalse,1
46e6a4a5,GlowPadAnswerFragment - Show answer UI: false,1
ea05e4c3,GlowPadWrapper - stopPing,1
773fd0bd,GlowPadAnswerFragment - showVideoAnswerButtonfalsefalse,1
73d139b4,Moving to PAUSED: ActivityRecord{<*> u0 <*>/.InCallActivity t310} (pause complete),1
9ca9b637,clear buffer data and algo flags,1
f598331e,[<*>.<*><*>],1
cc313b57,activate called handle:<*> enable:<*>,2
eacb37bb,bh1745-light calling driver <*>,2
9b16a5ca,"LightSensor, enable, <*>: <*>",6
9fa1b33f,"LightSensor disable, event occur num: <*>",1
13c78b72,Disable LightSensor at time:<*>,1
c4e5e0d3,mode change : <*>,2
a81175f2,"Set power mode=<*>, type=<*> flinger=<*>",2
6bb43b5d,"HWCDisplay::SetPowerMode: display = <*>, mode = <*>",2
7ac49e6d,"DisplayBase::SetDisplayState: Set state = <*>, display <*>",2
751a34a0,check dependency pid: <*> is depended by pid: <*>,1
0c4100f1,"Application <*> is depended by other app, delay to H!",1
e15daecc,Excessive delay in setPowerMode(): <*>,2
30d46b25,Setting HAL interactive mode to <*>,2
254296d0,Got set_interactive hint,2
310cde75,AbaSuspend skips CABL deactivate: state was <*>,1
369539c7,"Invalid profile no. <*>, total profiles <*> only",1
d2ee58b7,Calling fingersense_on_pause(),1
4b336820,fingersense_on_pause() finished,1
d0d24f4a,Setting HAL auto-suspend mode to <*>,2
66a275ec,Sending SAM_DISABLE to fs_data,1
27ddf5db,"Got DISABLE response, status = <*>, id = <*>",1
57e35f03,"Access denied finding property ""<*>""",2
bd51c47c,setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*>,4
e770cf57,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",4
9f01ff4a,collapsePanel:false,1
fbb3c9bb,closeQs,1
836b1060,updateQsState:false,2
906664b2,setScrollingEnabled: true,1
18084d2f,instantCollapse,1
c482f444,collapsePanel2,1
0d2c7bca,"Display device changed state: ""内置屏幕"", <*>",2
c8a3f8e3,VideoCallFragment - onStop:,1
c4a971f1,InCallActivity - onStop()...,1
c13d989f,InCallPresenter - onActivityStopped,1
9e628db4,InCallPresenter - notifyVideoPauseController,2
9841bddb,VideoPauseController: - VideoPauseController:onPause,1
961d1d1a,"VideoPauseController: - VideoPauseController:onPause, Ignoring...",1
02fe7590,InCallPresenter - updateStatusBar: state = <*>,1
0c1bafa7,"Client requesting input be hidden, pid=<*>",2
7b978a41,Unspecified window will hide input,1
3dcf5e13,------------startInput--------------,1
b36de9b8,manageDisableList userId=<*> what=<*> pkg=<*>,1
13c187b1,hideSecSoftInput = false,1
37709d23,InCallActivity - bgCallTwinkingSwitch is true inQuickExiting is false mIsForegroundActivity is false,1
5480b10e,Reading a NULL string not supported here.,6
0a53f6ce,show_incallscreen <*>,1
f025149e,"transitionTo: mode=MODE_OPAQUE, animate=false",1
21fc44d4,MODE_TRANSLUCENT -> MODE_OPAQUE animate=false,1
26095f55,applyModeBackground oldMode=MODE_TRANSLUCENT newMode=MODE_OPAQUE animate=false,1
49386579,"release:lock=<*>, flg=<*>, tag=""ActivityManager-Sleep"", name=android"", ws=null, uid=<*>, pid=<*>",1
9457cc2f,"transitionTo: mode=MODE_TRANSLUCENT, animate=false",5
4648bade,"transitionTo:mode=<*>, isEmuiStyle=false",2
3c2ee2af,cancelAutohide,2
2f60e939,Finished going to sleep... (why=<*>),1
4bf1bf01,WindowOrientationListener disabled,1
e9d7a146,"batch,<*>,handle <*>, timeout:<*> ,period_ns:<*>",2
30f487cd,batch:sensor(<*>) handle:<*> flags:<*> period_ns <*>,2
8b50a23f,"CallList - hasAnyLiveCall call = [Call_10, ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, mSessionModificationState:<*>, VideoSettings:(CameraDir:-<*>)]",1
8a2d8e98,ProximitySensor - isDisplayOn: false,1
6eb551d0,read from oem info: <*>,4
15bee26a,"<*>, <*>, <*>, <*>",10
c8f0c625,"read from oem info: x_offset=<*>.<*>, y_offset=<*>.<*>, z_offset=<*>.<*>",2
689e712a,"Final value: x_offset=<*>.<*>, y_offset=<*>.<*>, z_offset=<*>.<*>",2
6e3a4df3,batch:load_acc_oeminf_data x_offset:<*>.<*> y_offset:<*>.<*> z_offset:<*>.<*>,2
2002ac6e,batch:sensor(<*>) sample_rate=<*>.000000Hz report_rate_f=<*>.000000Hz curr sample rate:<*>.<*> cur rpt rate:<*> max:<*>.<*> min:<*>.<*>,2
f7e61f73,onFinishedGoingToSleep(<*>),2
703da551,PowerManagerNotifier Sending go to sleep broadcast.,1
e9d4a3ea,KGSvcCall onFinishedGoingToSleep.,1
22270aa3,notifyFinishedGoingToSleep,1
273bcd8d,sendMessage <*>,2
ab86306e,handleNotifyFinishedGoingToSleep,1
c3ab5b1b,onFinishedGoingToSleep,1
dd25a0f9,Enqueueing ordered broadcast[foreground] BroadcastRecord{<*> u<*> <*>}: prev had <*>,2
4f0dca78,updateDisplayLocked: screenOn=false,1
d4993c97,becomeInactiveIfAppropriateLocked(),1
c2e078c9,Moved from STATE_ACTIVE to STATE_INACTIVE,1
3cc36594,stopMonitoringMotionLocked(),2
75c3eac7,"scheduleAlarmLocked(<*>, false)",1
654cf7d4,"dispatch ordered broadcast [foreground] BroadcastRecord{<*> u<*> <*>}, has <*> receivers",2
5d4545ca,set(null) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,2
d5fc9aaf,Moved from LIGHT_STATE_ACTIVE to LIGHT_STATE_INACTIVE,1
0f805f1b,scheduleLightAlarmLocked(<*>),1
f8c7f914,Disable transport text marquee,1
320f4b76,FingerStat Visible: false; Interactive: <*> Switching: false; Bouncer:false; GoingToSleep: false Occluded: false; dreaming: false; Authenticated: false,2
dc7b1768,Dis-Feature : <*>,4
6ed37c98,isSimPinSecure mSimDatas is null or empty,4
f65ec975,FingerprintService getEnrolledFingerprints,1
517d4774,KGSvcFp startListeningForFingerprint(),1
1660f235,authenticate by <*> mode!,1
2063d12d,FingerprintService authenticate,1
b104eba5,Fingerprint RunningStateChanged. <*>,2
b89ee38c,setLivenessSwitch:start,1
dea990d0,checkNeedLivenessList:start,1
c6d473f5,NEED_LIVENESS_AUTHENTICATION = <*>,1
91eb478c,Handle message: <*>,2
ef8f4a60,Cameralayout setVisibility. true false <*>,1
6c3aaf35,resetPagerState,1
fb02dfe7,"FingerprintDaemonProxyEx::onTransact, code:<*>",4
e938abc4,fingerprintd,1
e25a614f,FingerprintDaemonProxyEx::setLivenessSwitch,1
5c3505dd,fingerprintdex--dev->need_liveness_authentication = false;,1
3f7cf131,framework setLivenessSwitch is ok ---end,1
78ff5889,fpc_get_authenticator_id,1
f56a70a2,fpc poll irq interupt,2
b3303a43,"wait_finger_down, took <*> ms",2
8d589afa,begin,21
397cf893,receive data len = <*>,21
25093e1d,"batch: current sample rate, report rate & buffering are equal to requested (<*>.<*>,<*>.<*>,<*>)",1
765af2cc,QSEECom_send_cmd return!,10
a072ad60,qsc_send_cmd finish,10
83e22df9,send data return = <*>,10
9b7fc93a,qsc_decode end,10
72e60a38,worker idle,3
48edbc7b,"APS brightness=<*>.<*>,ConvertToPercentage=NaN",1
96527e4b,fpc_get_authenticator_id id <*>,1
66c45f30,startAuthentication(<*>),1
360b5113,"starting client AuthenticationClient(<*>), initiatedByClient = true)",1
1ad628dd,"authenticate(sid=<*>, gid=<*>)",1
3930d5c4,"onNotificationPosted: StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE))) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*>",1
7fdc600b,addNotification key=<*>|<*>|<*>|null|<*>,1
b6e7615e,isCloneProcess = false,5
dd786874,AwareMem_DMEServer: stop,1
32f53b2d,workerFunction STATE_AUTHENTICATE,1
1e2da579,client <*> is authenticating...,1
f2b17d58,"onReceive, action:<*>",2
2d64f8bc,InactiveState143467,1
075552b7,Unhandled message when=<*> what=<*> arg1=<*> arg2=<*>,1
07ca9f3c,P2pEnabledState when=<*> what=<*> arg1=<*> arg2=<*>,1
504defec,DefaultState{ when=-1ms what=<*> target=<*>$SmHandler },1
b0189672,SleepPolicy:<*>,1
d2cb64be,"fpc_tac_send_get_indices_cmd indices:<*>, index_count:<*>",1
a0ca20d7,"onCreateView : ClassNotFoundException, In this case we want to let the base class take a crack at it",24
7f19a3be,ConnectedState !CMD_SCREEN_STATE_CHANGED rt=<*><*> <*> <*>,1
8d951ab7,<*> !CMD_SCREEN_STATE_CHANGED rt=<*><*> <*> <*>,5
9b5e16d6,mIntentReceiver begin,1
5ac444fc,isLockScreenDisabled HwKeyguardManagerImpl result = false,2
224e4304,"CtrlSocket Receiver,disable: false locked: true action: <*> mSmartKeyguardLevel: normal_level mStartPowerSaving: false",1
407d0251,receive screen off intent!,1
365b0102,wifi tethering: false,1
a5214ac6,Usb tethering: false,1
df5a42ae,bt tethering: false,1
f41c510f,pluggedStatus: <*>,1
2194d0e6,is charging: false,1
2f1221d8,remove(null) changed bounds; rebatching,3
566a6824,listener cannot be found,1
dce7caca,ConnectedState CMD_ENABLE_RSSI_POLL rt=<*><*> <*> <*>,1
fa5a115f,L2ConnectedState CMD_ENABLE_RSSI_POLL rt=<*><*> <*> <*>,1
12ceea5b,ConnectedState CMD_SET_SUSPEND_OPT_ENABLED rt=<*><*> <*> <*>,1
27fc804e,<*> CMD_SET_SUSPEND_OPT_ENABLED rt=<*><*> <*> <*>,3
a05cdda4,wifi_send_command: cmd:'IFNAME=wlan0 DRIVER SETSUSPENDMODE <*>',1
5163b1cf,wlan0: Control interface command 'DRIVER SETSUSPENDMODE <*>',1
23051d9f,[PhoneIntfMgr] getDataEnabled: subId=<*> <*>,2
ed9018c3,fpc_tac_begin_identify---need_liveness_authentication: <*>,1
0f9afe97,CtrlSocket getMobileDataEnabled = false,1
7c65378b,mIntentReceiver-ACTION_SCREEN_OFF,1
c9d3c3c6,"updateLightsLocked,mInCall =true,mScreenOn = false,ledNotification == null?true",2
942f09c2,"updateLightsLocked,turn off notificationLight",2
8dcf4814,turn off notificationLight due to incall or screenon,2
fe7f67cf,updateLight --> mIsNotificationExisting: false ledOnMS: <*> ledOffMS :<*>,2
4ab813a7,"updateLightsLocked --> level:<*>, status:<*>",2
c4dd3c6f,updateLightsLocked --> mBatteryLight.turnOff,2
eadd0d3b,HDebug print the key screen_state,1
353c5597,adev_set_parameters: enter: screen_state=off,1
93e3d6a1,huawei_audio huawei_choose_HandsFree_device_incall_forHWtest: test Type =<*>,1
73554402,huawei_audio huawei_choose_Handset_device_incall_forHWtest: test Type =<*>,1
a82fffb3,"fpc_tac_send_set_arbitrary_data_cmd:ok, response:<*>",1
cdcecfdf,get_spk_pa_type: pa is max98925,1
